id,name,businessName,sector,subSector,industry,location,district,phone,email,website,source,score,enrichmentLevel,validationStatus,createdAt,slug,socialLinks,enriched,folder,stage,whatsapp,keyPeople_name,keyPeople_title,keyPeople_email,keyPeople_linkedin,keyPeople_phone,keyPeople_source,_sources,_key_name,_key_phone,_source,input_id,link,title,category,address,open_hours,plus_code,review_count,review_rating,latitude,longitude,cid,status,reviews_link,timezone,price_range,data_id,place_id,reservations,order_online,menu,owner,complete_address,credit_cards_accepted,about,emails
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,abexexpressparcelservices,,gmaps_small,158f4fa1-bf1d-4f5f-b188-0677711b4da1,https://www.google.com/maps/place/Abex+Express+Parcel+Services/data=!4m7!3m6!1s0x104e0b4bd26491b9:0xb69413e62534f401!8m2!3d9.0667286!4d7.4630234!16s%2Fg%2F11tfbdmvxt!19sChIJuZFk0ksLThARAfQ0JeYTlLY?authuser=0&hl=en&g_ep=EgoyMDI2MDgyMy4wIJJjKgBIAVAD&rclk=1,Abex Express Parcel Services,Shipping service,"Plot 1985 H/Macaulay Suite B5 Wuse Shopping Plaza, Wuse Zone 5, Federal Capital Territory","{""Friday"":[""9 am–6 pm""],""Monday"":[""9 am–6 pm""],""Saturday"":[""9 am–6 pm""],""Sunday"":[""Closed""],""Thursday"":[""9 am–6 pm""],""Tuesday"":[""9 am–6 pm""],""Wednesday"":[""9 am–6 pm""]}",3F87+M6 Abuja,0.0,0.0,9.066729,7.463023,1.3156162290643696e+19,,,Africa/Lagos,,0x104e0b4bd26491b9:0xb69413e62534f401,ChIJuZFk0ksLThARAfQ0JeYTlLY,,,"{""link"":"""",""source"":""""}","{""id"":""101554743119318830286"",""name"":""Abex Express Parcel Services (Owner)"",""link"":""https://www.google.com/maps/contrib/101554743119318830286""}","{""borough"":""Wuse"",""street"":""Plot 1985 H/Macaulay Suite B5 Wuse Shopping Plaza, Wuse Zone 5"",""city"":""Abuja"",""postal_code"":"""",""state"":""Federal Capital Territory"",""country"":""NG""}",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fenwaycourierexpressservslimited,,gmaps_small,158f4fa1-bf1d-4f5f-b188-0677711b4da1,https://www.google.com/maps/place/Fenway+Courier+Express+Servs+Limited/data=!4m7!3m6!1s0x104e0bac7bd70bdb:0x357601a16575d4c8!8m2!3d9.065356!4d7.4611584!16s%2Fg%2F11s94mtdcd!19sChIJ2wvXe6wLThARyNR1ZaEBdjU?authuser=0&hl=en&g_ep=EgoyMDI2MDgyMy4wIJJjKgBIAVAD&rclk=1,Fenway Courier Express Servs Limited,Shipping service,"Zone 5, Fenway Courier Express Servs Limited, Abari Shopping Centre, 1, Gado Nasko Blk, Wuse, Federal Capital Territory","{""Friday"":[""9 am–6 pm""],""Monday"":[""9 am–6 pm""],""Saturday"":[""9 am–6 pm""],""Sunday"":[""Closed""],""Thursday"":[""9 am–6 pm""],""Tuesday"":[""9 am–6 pm""],""Wednesday"":[""9 am–6 pm""]}",3F86+4F Abuja,0.0,0.0,9.065356,7.461158,3.852268323965621e+18,,,Africa/Lagos,,0x104e0bac7bd70bdb:0x357601a16575d4c8,ChIJ2wvXe6wLThARyNR1ZaEBdjU,,,"{""link"":"""",""source"":""""}","{""id"":""106789043048895205069"",""name"":""Fenway Courier Express Servs Limited (Owner)"",""link"":""https://www.google.com/maps/contrib/106789043048895205069""}","{""borough"":""Wuse"",""street"":""Zone 5, Abari Shopping Centre, 1, Gado Nasko Blk"",""city"":""Abuja"",""postal_code"":"""",""state"":""Federal Capital Territory"",""country"":""NG""}",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lightspeedcourierlogistics,,gmaps_small,158f4fa1-bf1d-4f5f-b188-0677711b4da1,https://www.google.com/maps/place/LightSpeed+Courier+%26+Logistics/data=!4m7!3m6!1s0x104e0b59df4124a3:0x122d1e620dae2d90!8m2!3d9.0625143!4d7.4674074!16s%2Fg%2F11msrhv99x!19sChIJoyRB31kLThARkC2uDWIeLRI?authuser=0&hl=en&g_ep=EgoyMDI2MDgyMy4wIJJjKgBIAVAD&rclk=1,LightSpeed Courier & Logistics,Courier service,"zone 5, LightSpeed Courier & Logistics, Joshua plaza, Plot 2424, 6 Damba St, Sultan Abubakar Wy, Wuse, AMAC 900285, Federal Capital Territory",{},,1.0,5.0,9.062514,7.467407,1.3097364731198295e+18,,,Africa/Lagos,,0x104e0b59df4124a3:0x122d1e620dae2d90,ChIJoyRB31kLThARkC2uDWIeLRI,,,"{""link"":"""",""source"":""""}","{""id"":""116122868051673681351"",""name"":""LightSpeed Courier \u0026 Logistics (Owner)"",""link"":""https://www.google.com/maps/contrib/116122868051673681351""}","{""borough"":"""",""street"":"""",""city"":"""",""postal_code"":"""",""state"":"""",""country"":""""}",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,realfortlounge,,gmaps_master,,https://www.google.com/maps/place/Real+fort+lounge/data=!4m7!3m6!1s0x104e092a35781f49:0x37b3734594fbab6b!8m2!3d9.0275875!4d7.5655145!16s%2Fg%2F11c1q908y_!19sChIJSR94NSoJThARa6v7lEVzszc?authuser=0&hl=en&g_ep=EgoyMDI2MDgyMy4wIJJjKgBIAVAD&rclk=1,Real fort lounge,Bar,"Nyanya, Ado 900101, Federal Capital Territory","{""Friday"":[""Open 24 hours""],""Monday"":[""Open 24 hours""],""Saturday"":[""Open 24 hours""],""Sunday"":[""Open 24 hours""],""Thursday"":[""Open 24 hours""],""Tuesday"":[""Open 24 hours""],""Wednesday"":[""Open 24 hours""]}",2HH8+26 Ado,67.0,3.7,9.027587,7.565514,4.013678435606703e+18,,,Africa/Lagos,,0x104e092a35781f49:0x37b3734594fbab6b,ChIJSR94NSoJThARa6v7lEVzszc,,,,"{""id"":""112176822323031620924"",""name"":""Real fort lounge (Owner)"",""link"":""https://www.google.com/maps/contrib/112176822323031620924""}","{""borough"":""Nyanya"",""street"":"""",""city"":""Ado"",""postal_code"":"""",""state"":""Federal Capital Territory"",""country"":""NG""}",,"[{""id"":""service_options"",""name"":""Service options"",""options"":[{""name"":""Outdoor seating"",""enabled"":true},{""name"":""Delivery"",""enabled"":true},{""name"":""Takeaway"",""enabled"":true},{""name"":""Dine-in"",""enabled"":true}]},{""id"":""highlights"",""name"":""Highlights"",""options"":[{""name"":""Great beer selection"",""enabled"":true},{""name"":""Great wine list"",""enabled"":true},{""name"":""Live music"",""enabled"":true},{""name"":""Live performances"",""enabled"":true},{""name"":""Sport"",""enabled"":true}]},{""id"":""popular_for"",""name"":""Popular for"",""options"":[{""name"":""Solo dining"",""enabled"":true}]},{""id"":""accessibility"",""name"":""Accessibility"",""options"":[{""name"":""Wheelchair-accessible toilet"",""enabled"":true}]},{""id"":""offerings"",""name"":""Offerings"",""options"":[{""name"":""Alcohol"",""enabled"":true},{""name"":""Beer"",""enabled"":true},{""name"":""Cocktails"",""enabled"":true},{""name"":""Dancing"",""enabled"":true},{""name"":""Food"",""enabled"":true},{""name"":""Food at bar"",""enabled"":true},{""name"":""Happy-hour drinks"",""enabled"":true},{""name"":""Happy-hour food"",""enabled"":true},{""name"":""Spirits"",""enabled"":true},{""name"":""Wine"",""enabled"":true}]},{""id"":""dining_options"",""name"":""Dining options"",""options"":[{""name"":""Seating"",""enabled"":true},{""name"":""Table service"",""enabled"":true}]},{""id"":""amenities"",""name"":""Amenities"",""options"":[{""name"":""Toilet"",""enabled"":true}]},{""id"":""atmosphere"",""name"":""Atmosphere"",""options"":[{""name"":""Casual"",""enabled"":true},{""name"":""Cosy"",""enabled"":true},{""name"":""Trendy"",""enabled"":true}]},{""id"":""crowd"",""name"":""Crowd"",""options"":[{""name"":""Groups"",""enabled"":true}]},{""id"":""planning"",""name"":""Planning"",""options"":[{""name"":""Accepts reservations"",""enabled"":true}]},{""id"":""payments"",""name"":""Payments"",""options"":[{""name"":""Credit cards"",""enabled"":true},{""name"":""Debit cards"",""enabled"":true},{""name"":""NFC mobile payments"",""enabled"":true}]},{""id"":""parking"",""name"":""Parking"",""options"":[{""name"":""Free of charge street parking"",""enabled"":true},{""name"":""Free parking lot"",""enabled"":true}]}]",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,godswilldeliveryandlogisticsservices,,gmaps_master,,https://www.google.com/maps/place/God%27s+will+Delivery+and+Logistics+services/data=!4m7!3m6!1s0x104e0b61697641c9:0x18529174105aeaa4!8m2!3d9.0718193!4d7.4775377!16s%2Fg%2F11zcvz56l6!19sChIJyUF2aWELThARpOpaEHSRUhg?authuser=0&hl=en&g_ep=EgoyMDI2MDgyMy4wIJJjKgBIAVAD&rclk=1,God's will Delivery and Logistics services,Logistics service,"M i Ahmad plaza M i Ahmad plaza, 92 Adetokunbo Ademola Cres, Wuse 2, Abuja 904101, Federal Capital Territory","{""Friday"":[""8 am–8 pm""],""Monday"":[""8 am–8 pm""],""Saturday"":[""8 am–8 pm""],""Sunday"":[""Closed""],""Thursday"":[""8 am–8 pm""],""Tuesday"":[""8 am–8 pm""],""Wednesday"":[""8 am–8 pm""]}",3FCH+P2 Abuja,4.0,5.0,9.071819,7.477538,1.752623132677172e+18,,,Africa/Lagos,,0x104e0b61697641c9:0x18529174105aeaa4,ChIJyUF2aWELThARpOpaEHSRUhg,,,,"{""id"":""102125746445958755130"",""name"":""God's will Delivery and Logistics services (Owner)"",""link"":""https://www.google.com/maps/contrib/102125746445958755130""}","{""borough"":""Wuse 2"",""street"":""M i Ahmad plaza M i Ahmad plaza, 92 Adetokunbo Ademola Cres"",""city"":""Abuja"",""postal_code"":"""",""state"":""Federal Capital Territory"",""country"":""NG""}",,,
,,,,,,,,,,https://giglogistics.com/our-offices,,,,,,,,,,,,,,,,,,,godisgoodlogisticsutako2officeabuja,,gmaps_master,,https://www.google.com/maps/place/God+Is+Good+Logistics+Utako+2+office+Abuja/data=!4m7!3m6!1s0x104e74d4cd48dfb3:0xa3b382a73fd54f12!8m2!3d9.06879!4d7.440687!16s%2Fg%2F11f1rzc0xc!19sChIJs99IzdR0ThAREk_VP6eCs6M?authuser=0&hl=en&g_ep=EgoyMDI2MDgyMy4wIJJjKgBIAVAD&rclk=1,God Is Good Logistics Utako 2 office Abuja,Logistics service,"Suit 3 & 4, God Is Good Logistics Utako 2 office Abuja, Atlantic Mall, Ajose Adeogun St, off Obafemi Awolowo Way, Utako, Abuja 900108, Federal Capital Territory","{""Friday"":[""9 am–5:30 pm""],""Monday"":[""9 am–5:30 pm""],""Saturday"":[""9 am–5:30 pm""],""Sunday"":[""12–4 pm""],""Thursday"":[""9 am–5:30 pm""],""Tuesday"":[""9 am–5:30 pm""],""Wednesday"":[""9 am–5:30 pm""]}",3C9R+G7 Abuja,832.0,3.9,9.06879,7.440687,1.1795915503855555e+19,,,Africa/Lagos,,0x104e74d4cd48dfb3:0xa3b382a73fd54f12,ChIJs99IzdR0ThAREk_VP6eCs6M,,,,"{""id"":""109861825923660956360"",""name"":""God Is Good Logistics Utako 2 office Abuja (Owner)"",""link"":""https://www.google.com/maps/contrib/109861825923660956360""}","{""borough"":""Utako"",""street"":""Suit 3 \u0026 4, Atlantic Mall, Ajose Adeogun St, off Obafemi Awolowo Way"",""city"":""Abuja"",""postal_code"":""900108"",""state"":""Federal Capital Territory"",""country"":""NG""}",,"[{""id"":""service_options"",""name"":""Service options"",""options"":[{""name"":""On-site services"",""enabled"":true}]},{""id"":""accessibility"",""name"":""Accessibility"",""options"":[{""name"":""Wheelchair-accessible car park"",""enabled"":true}]}]",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yakoyoabulajointabuja,,gmaps_master,,https://www.google.com/maps/place/YAKOYO+ABULA+JOINT+ABUJA/data=!4m7!3m6!1s0x104e0bcc403d2375:0x671f31f0114bc64c!8m2!3d9.0559532!4d7.4898925!16s%2Fg%2F11l5npzry8!19sChIJdSM9QMwLThARTMZLEfAxH2c?authuser=0&hl=en&g_ep=EgoyMDI2MDgyMy4wIJJjKgBIAVAD&rclk=1,YAKOYO ABULA JOINT ABUJA,Restaurant,"263 Tafawa Balewa Rd, Central Business District, Abuja 900103, Federal Capital Territory","{""Friday"":[""9 am–11 pm""],""Monday"":[""9 am–11 pm""],""Saturday"":[""9 am–11 pm""],""Sunday"":[""9 am–11 pm""],""Thursday"":[""9 am–11 pm""],""Tuesday"":[""9 am–11 pm""],""Wednesday"":[""9 am–11 pm""]}",3F4Q+9X Abuja,1105.0,4.3,9.055953,7.489892,7.430712817336699e+18,Brunch,,Africa/Lagos,"₦1–10,000",0x104e0bcc403d2375:0x671f31f0114bc64c,ChIJdSM9QMwLThARTMZLEfAxH2c,,,,"{""id"":""101900521031275860061"",""name"":""YAKOYO ABULA JOINT ABUJA (Owner)"",""link"":""https://www.google.com/maps/contrib/101900521031275860061""}","{""borough"":""Central Business District"",""street"":""263 Tafawa Balewa Rd"",""city"":""Abuja"",""postal_code"":""900103"",""state"":""Federal Capital Territory"",""country"":""NG""}",,"[{""id"":""service_options"",""name"":""Service options"",""options"":[{""name"":""Outdoor seating"",""enabled"":true},{""name"":""No-contact delivery"",""enabled"":true},{""name"":""Delivery"",""enabled"":true},{""name"":""On-site services"",""enabled"":true},{""name"":""Takeaway"",""enabled"":true},{""name"":""Dine-in"",""enabled"":true}]},{""id"":""highlights"",""name"":""Highlights"",""options"":[{""name"":""Great dessert"",""enabled"":true},{""name"":""Sport"",""enabled"":true}]},{""id"":""popular_for"",""name"":""Popular for"",""options"":[{""name"":""Breakfast"",""enabled"":true},{""name"":""Lunch"",""enabled"":true},{""name"":""Dinner"",""enabled"":true},{""name"":""Solo dining"",""enabled"":true}]},{""id"":""accessibility"",""name"":""Accessibility"",""options"":[{""name"":""Wheelchair-accessible car park"",""enabled"":true},{""name"":""Wheelchair-accessible entrance"",""enabled"":true},{""name"":""Wheelchair-accessible seating"",""enabled"":true},{""name"":""Wheelchair-accessible toilet"",""enabled"":true}]},{""id"":""offerings"",""name"":""Offerings"",""options"":[{""name"":""Alcohol"",""enabled"":true},{""name"":""All you can eat"",""enabled"":true},{""name"":""Halal food"",""enabled"":true},{""name"":""Late-night food"",""enabled"":true},{""name"":""Private dining room"",""enabled"":true},{""name"":""Quick bite"",""enabled"":true},{""name"":""Small plates"",""enabled"":true}]},{""id"":""dining_options"",""name"":""Dining options"",""options"":[{""name"":""Breakfast"",""enabled"":true},{""name"":""Brunch"",""enabled"":true},{""name"":""Lunch"",""enabled"":true},{""name"":""Dinner"",""enabled"":true},{""name"":""Catering"",""enabled"":true},{""name"":""Counter service"",""enabled"":true},{""name"":""Dessert"",""enabled"":true},{""name"":""Seating"",""enabled"":true},{""name"":""Table service"",""enabled"":true}]},{""id"":""amenities"",""name"":""Amenities"",""options"":[{""name"":""Bar on site"",""enabled"":true},{""name"":""Toilet"",""enabled"":true}]},{""id"":""atmosphere"",""name"":""Atmosphere"",""options"":[{""name"":""Casual"",""enabled"":true},{""name"":""Cosy"",""enabled"":true},{""name"":""Trendy"",""enabled"":true},{""name"":""Upmarket"",""enabled"":true}]},{""id"":""crowd"",""name"":""Crowd"",""options"":[{""name"":""Groups"",""enabled"":true},{""name"":""Tourists"",""enabled"":true},{""name"":""University students"",""enabled"":true}]},{""id"":""planning"",""name"":""Planning"",""options"":[{""name"":""Brunch reservations recommended"",""enabled"":true},{""name"":""Lunch reservations recommended"",""enabled"":true},{""name"":""Accepts reservations"",""enabled"":true},{""name"":""Usually a wait"",""enabled"":true}]},{""id"":""payments"",""name"":""Payments"",""options"":[{""name"":""Credit cards"",""enabled"":true},{""name"":""Debit cards"",""enabled"":true},{""name"":""NFC mobile payments"",""enabled"":true}]},{""id"":""children"",""name"":""Children"",""options"":[{""name"":""Good for kids"",""enabled"":true},{""name"":""High chairs"",""enabled"":true},{""name"":""Kids' menu"",""enabled"":true}]},{""id"":""parking"",""name"":""Parking"",""options"":[{""name"":""Free of charge street parking"",""enabled"":true},{""name"":""Free parking lot"",""enabled"":true},{""name"":""Paid parking lot"",""enabled"":true},{""name"":""Parking"",""enabled"":false}]}]",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,flyingeagleshippingseafreightserviceslimited,,gmaps_master,,"https://www.google.com/maps/place/Flying+Eagle+Shipping,+Sea+Freight+Services+Limited/data=!4m7!3m6!1s0x104e0be38375eb3f:0x1aac5a6937f420ea!8m2!3d9.0688176!4d7.457614!16s%2Fg%2F11s94mwtm_!19sChIJP-t1g-MLThAR6iD0N2larBo?authuser=0&hl=en&g_ep=EgoyMDI2MDgyMy4wIJJjKgBIAVAD&rclk=1","Flying Eagle Shipping, Sea Freight Services Limited",Shipping service,"Zone 6, Flying Eagle Shipping, Sea Freight Services Limited, Plot 791, Rabat Street, Off Herbert Macaulay Wy, Federal Capital Territory","{""Friday"":[""9 am–6 pm""],""Monday"":[""9 am–6 pm""],""Saturday"":[""9 am–6 pm""],""Sunday"":[""Closed""],""Thursday"":[""9 am–6 pm""],""Tuesday"":[""9 am–6 pm""],""Wednesday"":[""9 am–6 pm""]}",3F95+G2 Abuja,3.0,3.3,9.068818,7.457614,1.9220105489371712e+18,,,Africa/Lagos,,0x104e0be38375eb3f:0x1aac5a6937f420ea,ChIJP-t1g-MLThAR6iD0N2larBo,,,,"{""id"":""116184740924985765930"",""name"":""Flying Eagle Shipping, Sea Freight Services Limited (Owner)"",""link"":""https://www.google.com/maps/contrib/116184740924985765930""}","{""borough"":""Wuse"",""street"":""Zone 6, Plot 791, Rabat Street, Off Herbert Macaulay Wy"",""city"":""Abuja"",""postal_code"":"""",""state"":""Federal Capital Territory"",""country"":""NG""}",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,globalparcelservices,,gmaps_master,,https://www.google.com/maps/place/Global+Parcel+Services/data=!4m7!3m6!1s0x104e0bb529fd6309:0xc5266f98615ca4c7!8m2!3d9.0693908!4d7.4546584!16s%2Fg%2F11s94nb0vk!19sChIJCWP9KbULThARx6RcYZhvJsU?authuser=0&hl=en&g_ep=EgoyMDI2MDgyMy4wIJJjKgBIAVAD&rclk=1,Global Parcel Services,Shipping service,"Block A, Flat, Global Parcel Services, Michael Okpara, Sky Memorial Complex, 2 Herbert Macaulay Wy, Federal Capital Territory","{""Friday"":[""9 am–6 pm""],""Monday"":[""9 am–6 pm""],""Saturday"":[""9 am–6 pm""],""Sunday"":[""Closed""],""Thursday"":[""9 am–6 pm""],""Tuesday"":[""9 am–6 pm""],""Wednesday"":[""9 am–6 pm""]}",3F93+QV Abuja,0.0,0.0,9.069391,7.454658,1.4206164774845983e+19,,,Africa/Lagos,,0x104e0bb529fd6309:0xc5266f98615ca4c7,ChIJCWP9KbULThARx6RcYZhvJsU,,,,"{""id"":""102013130007700886823"",""name"":""Global Parcel Services (Owner)"",""link"":""https://www.google.com/maps/contrib/102013130007700886823""}","{""borough"":""Wuse"",""street"":""Block A, Flat, Michael Okpara, Sky Memorial Complex, 2 Herbert Macaulay Wy"",""city"":""Abuja"",""postal_code"":"""",""state"":""Federal Capital Territory"",""country"":""NG""}",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,totalexpressdeliveryltd,,gmaps_master,,https://www.google.com/maps/place/Total+Express+Delivery+Ltd./data=!4m7!3m6!1s0x104e0b5e0fd600bf:0x8c77ce3ef7d23225!8m2!3d9.0604324!4d7.4689985!16s%2Fg%2F11tfbd5wt0!19sChIJvwDWD14LThARJTLS9z7Od4w?authuser=0&hl=en&g_ep=EgoyMDI2MDgyMy4wIJJjKgBIAVAD&rclk=1,Total Express Delivery Ltd.,Shipping service,"zone 3, Total Express Delivery Ltd., Abuja Shopping Mall, Suite B14, 8, Maputo St, Federal Capital Territory","{""Friday"":[""9 am–6 pm""],""Monday"":[""9 am–6 pm""],""Saturday"":[""9 am–6 pm""],""Sunday"":[""Closed""],""Thursday"":[""9 am–6 pm""],""Tuesday"":[""9 am–6 pm""],""Wednesday"":[""9 am–6 pm""]}",3F69+5H Abuja,1.0,3.0,9.060432,7.468998,1.012178545737952e+19,,,Africa/Lagos,,0x104e0b5e0fd600bf:0x8c77ce3ef7d23225,ChIJvwDWD14LThARJTLS9z7Od4w,,,,"{""id"":""105026530964602815721"",""name"":""Total Express Delivery Ltd. (Owner)"",""link"":""https://www.google.com/maps/contrib/105026530964602815721""}","{""borough"":""Wuse"",""street"":""zone 3, Abuja Shopping Mall, Suite B14, 8, Maputo St"",""city"":""Abuja"",""postal_code"":"""",""state"":""Federal Capital Territory"",""country"":""NG""}",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cargoltd,,gmaps_master,,https://www.google.com/maps/place/Cargo+Ltd./data=!4m7!3m6!1s0x104e0b235e81e117:0xfe5b10e37cc19cbd!8m2!3d9.0598085!4d7.4546997!16s%2Fg%2F11fr3kt7c8!19sChIJF-GBXiMLThARvZzBfOMQW_4?authuser=0&hl=en&g_ep=EgoyMDI2MDgyMy4wIJJjKgBIAVAD&rclk=1,Cargo Ltd.,Shipping service,"20 Ndola Cres, Wuse, Abuja 904101, Federal Capital Territory",{},3F53+WV Abuja,0.0,0.0,9.059808,7.4547,1.832826167775105e+19,,,Africa/Lagos,,0x104e0b235e81e117:0xfe5b10e37cc19cbd,ChIJF-GBXiMLThARvZzBfOMQW_4,,,,"{""id"":""110433616516338076333"",""name"":""Cargo Ltd. (Owner)"",""link"":""https://www.google.com/maps/contrib/110433616516338076333""}","{""borough"":""Wuse"",""street"":""20 Ndola Cres"",""city"":""Abuja"",""postal_code"":"""",""state"":""Federal Capital Territory"",""country"":""NG""}",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cargoafrica,,gmaps_master,,https://www.google.com/maps/place/Cargo+Africa/data=!4m7!3m6!1s0x104e0b25fe4ed171:0xfbd8f901e101fed3!8m2!3d9.0502987!4d7.4701011!16s%2Fg%2F11s618mn9q!19sChIJcdFO_iULThAR0_4B4QH52Ps?authuser=0&hl=en&g_ep=EgoyMDI2MDgyMy4wIJJjKgBIAVAD&rclk=1,Cargo Africa,Courier service,"23 buchi road, off gwagalada FCT, Central Business Dis, Abuja 900103, Federal Capital Territory","{""Friday"":[""9 am–5 pm""],""Monday"":[""9 am–5 pm""],""Saturday"":[""9 am–5 pm""],""Sunday"":[""9 am–2 pm""],""Thursday"":[""9 am–5 pm""],""Tuesday"":[""9 am–5 pm""],""Wednesday"":[""9 am–5 pm""]}",3F2C+42 Abuja,1.0,5.0,9.050299,7.470101,1.8147528484954702e+19,,,Africa/Lagos,,0x104e0b25fe4ed171:0xfbd8f901e101fed3,ChIJcdFO_iULThAR0_4B4QH52Ps,,,,"{""id"":"""",""name"":""Cargo Africa (Owner)"",""link"":""""}","{""borough"":""Central Business Dis"",""street"":""23 buchi road, off gwagalada FCT"",""city"":""Abuja"",""postal_code"":"""",""state"":""Federal Capital Territory"",""country"":""NG""}",,,
,,,,,,,,,,https://www.guotransport.com/,,,,,,,,,,,,,,,,,,,guotransportutako,,gmaps_master,,https://www.google.com/maps/place/GUO+Transport+-+Utako/data=!4m7!3m6!1s0x104e0b2bcfa9a9a9:0x8a2ca522242240c!8m2!3d9.0665888!4d7.442699!16s%2Fg%2F12hldxj48!19sChIJqampzysLThARDCRCIlLKogg?authuser=0&hl=en&g_ep=EgoyMDI2MDgyMy4wIJJjKgBIAVAD&rclk=1,GUO Transport - Utako,Transportation service,"Gouba Plaza, 15 A.E. Ekukinam St, Utako, Abuja 900108, Federal Capital Territory","{""Friday"":[""5 am–9 pm""],""Monday"":[""5 am–9 pm""],""Saturday"":[""5 am–9 pm""],""Sunday"":[""5 am–9 pm""],""Thursday"":[""5 am–9 pm""],""Tuesday"":[""5 am–9 pm""],""Wednesday"":[""5 am–9 pm""]}",3C8V+J3 Abuja,3184.0,4.0,9.066589,7.442699,6.222821526414387e+17,,,Africa/Lagos,,0x104e0b2bcfa9a9a9:0x8a2ca522242240c,ChIJqampzysLThARDCRCIlLKogg,,,,"{""id"":"""",""name"":""GUO Transport - Utako (Owner)"",""link"":""""}","{""borough"":""Utako"",""street"":""Gouba Plaza, 15 A.E. Ekukinam St"",""city"":""Abuja"",""postal_code"":"""",""state"":""Federal Capital Territory"",""country"":""NG""}",,"[{""id"":""service_options"",""name"":""Service options"",""options"":[{""name"":""On-site services"",""enabled"":true}]},{""id"":""accessibility"",""name"":""Accessibility"",""options"":[{""name"":""Wheelchair-accessible entrance"",""enabled"":true},{""name"":""Wheelchair-accessible seating"",""enabled"":true},{""name"":""Wheelchair-accessible toilet"",""enabled"":true}]},{""id"":""amenities"",""name"":""Amenities"",""options"":[{""name"":""Toilet"",""enabled"":true}]},{""id"":""parking"",""name"":""Parking"",""options"":[{""name"":""Free parking lot"",""enabled"":true}]}]",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,imotransportcompany,,gmaps_master,,https://www.google.com/maps/place/Imo+Transport+Company/data=!4m7!3m6!1s0x104e0b4e14e0564f:0x7fd22ba2b1ab9ef6!8m2!3d9.0678511!4d7.4464402!16s%2Fg%2F11h5w295lj!19sChIJT1bgFE4LThAR9p6rsaIr0n8?authuser=0&hl=en&g_ep=EgoyMDI2MDgyMy4wIJJjKgBIAVAD&rclk=1,Imo Transport Company,Transportation service,"3C9W+4HW Imo Transport Company, Utako, Abuja 900108, Federal Capital Territory",{},,9.0,3.9,9.067851,7.44644,9.210472165691597e+18,,,Africa/Lagos,,0x104e0b4e14e0564f:0x7fd22ba2b1ab9ef6,ChIJT1bgFE4LThAR9p6rsaIr0n8,,,,"{""id"":"""",""name"":""Imo Transport Company (Owner)"",""link"":""""}","{""borough"":"""",""street"":"""",""city"":"""",""postal_code"":"""",""state"":"""",""country"":""""}",,"[{""id"":""amenities"",""name"":""Amenities"",""options"":[{""name"":""Toilet"",""enabled"":true}]}]",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,montaigneriders,,gmaps_master,,https://www.google.com/maps/place/MONTAIGNE+RIDERS/data=!4m7!3m6!1s0x104e0af86ac3226d:0xcd49cd0ca8a04d65!8m2!3d9.0786219!4d7.4801888!16s%2Fg%2F11fn8nl14d!19sChIJbSLDavgKThARZU2gqAzNSc0?authuser=0&hl=en&g_ep=EgoyMDI2MDgyMy4wIJJjKgBIAVAD&rclk=1,MONTAIGNE RIDERS,Courier service,"No 1 Kampala St, Wuse 1, Abuja 904101, Federal Capital Territory",{},3FHJ+C3 Abuja,0.0,0.0,9.078622,7.480189,1.4792579905327485e+19,,,Africa/Lagos,,0x104e0af86ac3226d:0xcd49cd0ca8a04d65,ChIJbSLDavgKThARZU2gqAzNSc0,,,,"{""id"":"""",""name"":""MONTAIGNE RIDERS (Owner)"",""link"":""""}","{""borough"":""Wuse 1"",""street"":""No 1 Kampala St"",""city"":""Abuja"",""postal_code"":"""",""state"":""Federal Capital Territory"",""country"":""NG""}",,,
,,,,,,,,,,https://dispatchnow.ng/,,,,,,,,,,,,,,,,,,,dispatchnow,,gmaps_master,,https://www.google.com/maps/place/Dispatch+Now/data=!4m7!3m6!1s0x8180ffadd48c7829:0xc4a4fc4bd687e642!8m2!3d9.0338725!4d8.6707713!16s%2Fg%2F11sz5ghg4m!19sChIJKXiM1K3_gIERQuaH1kv8pMQ?authuser=0&hl=en&g_ep=EgoyMDI2MDgyMy4wIJJjKgBIAVAD&rclk=1,Dispatch Now,Delivery service,,{},,2.0,3.5,9.033872,8.670771,1.41697277302664e+19,,,Africa/Lagos,,0x8180ffadd48c7829:0xc4a4fc4bd687e642,ChIJKXiM1K3_gIERQuaH1kv8pMQ,,,,"{""id"":""115702698588098359369"",""name"":""Dispatch Now (Owner)"",""link"":""https://www.google.com/maps/contrib/115702698588098359369""}","{""borough"":"""",""street"":"""",""city"":"""",""postal_code"":"""",""state"":"""",""country"":""""}",,,
