source,id,name,businessName,title,sector,subSector,industry,location,district,address,phone,email,emails,website,score,enrichmentLevel,validationStatus,whatsapp,review_count,review_rating,latitude,longitude,place_id,socialLinks,slug,createdAt
google_maps,,,,Emmylink cargo and Global Logistics,,,,,,"Suites G:16c, Emmylink cargo and Global Logistics, Say Plaza, A.E. Ekukinam St, Utako, Abuja 900108, Federal Capital Territory",0811 013 8258,,,,,,,,19,4.600000,9.066836,7.446254,ChIJ9fw5trYLThARiJF8T4bzFgw,,,
google_maps,,,,SPLENDID FREIGHT Intl. Ltd.,,,,,,"Area 1, SPLENDID FREIGHT Intl. Ltd., Ebenezer Place, Suite 316, Durumi, Abuja, Federal Capital Territory",0916 853 4200,,,https://www.splendidfreight.com/,,,,,16,4.600000,9.026224,7.463628,ChIJn33vBvwKThARhRBTD-g14nA,,,
google_maps,,,,COMFORT LOYALTY SERVICES | LOGISTICS COMPANY IN ABUJA,,,,,,"PLOT 2, IBTC BUILDING, Samuel Ladoke Akintola Boulevard, Garki 2, Abuja 900247, Federal Capital Territory",0814 170 3446,,,,,,,,7,4.900000,9.018051,7.492061,ChIJP6rYoyUNThAR14PsEUlQwqc,,,
google_maps,,,,JB-Lois Freight and logistics (Pvt) Ltd,,,,,,"NO. 4 BOKE CLOSE SAKONO CRESCENT, OPP AP PLAZA, Wuse 2, Abuja, Federal Capital Territory",0803 488 2668,"info@bold-themes.com, info@jb-lois.com","info@bold-themes.com, info@jb-lois.com",http://jb-lois.com/,,,,,2,5.000000,9.071302,7.474832,ChIJi_WIyP0KThAR4eYs_vcjdgw,,,
google_maps,,,,Conair Cargo Services Ltd,,,,,,"Plot 1014, Suite 22, Jinifa Plaza, Samuel Adesoji Way Samuel Adesoji Way, Federal Capital Territory",0802 078 5567,,,,,,,,6,3.300000,9.054970,7.479070,ChIJM562rgkLThARZaIbzG9rJ0I,,,
google_maps,,,,Correct Cargo & Logistics,,,,,,"Muritala Muhammad International Airport, Lagos, Federal Capital Territory",0706 639 4444,,,,,,,,0,0.000000,9.076578,7.463904,ChIJ3QBT_VgLThARNQCTfEWIxd0,,,
google_maps,,,,Zenith Carex International,,,,,,"Foto House, 10, Lantang Close, Off Ibadan Street, Tafawa Balewa Way, Area 3, Garki, Abuja, FCT, Federal Capital Territory",,,,http://www.zenithcarex.com/,,,,,71,4.200000,9.031545,7.482549,ChIJGeQaFIILThARb4ZpfYXiQnE,,,
google_maps,,,,QuickMan Logistics,,,,,,"Mabushi Ultra Modern Market, Abuja, Federal Capital Territory",0806 029 1578,,,,,,,,20,4.700000,9.092910,7.443011,ChIJzxxABLgLThAR-PD3bttchhU,,,
google_maps,,,,Council For The Regulation Of Freight Forwarding,,,,,,"51 Khartoum St, Wuse, Abuja 904101, Federal Capital Territory",,,,https://crffn.gov.ng/,,,,,1,5.000000,9.062911,7.462627,ChIJiV9DJxkLThARvXPxvxx6ZXI,,,
google_maps,,,,Kugym Global Cargo Services (Nig.) Ltd.,,,,,,"Plot 1176, Kugym Global Cargo Services (Nig.) Ltd., Lobic Motors Building, Cadastral Zone BO61, Mabushi Life Camp Express Way, Mabushi, Abuja, Federal Capital Territory 900108, Federal Capital Territory",0803 701 4245,,,,,,,,6,3.800000,9.077342,7.440265,ChIJpblJDtMKThARAVMWFdWB4wA,,,
google_maps,,,,INTROSOFT LOGISTICS LTD,,,,,,"Banex Plaza, Suite FC 17A Old, Aminu Kano Cres, Wuse 2, Abuja 900001, Federal Capital Territory",0903 398 8454,,,,,,,,4,4.800000,9.084639,7.469546,ChIJ5XQgue0LThARrRoNIiCB2nA,,,
google_maps,,,,ABC Transport,,,,,,"Berger Junction, No. 36 A.E. Ekukinam St, Utako, Abuja 900108, Federal Capital Territory",0814 255 2436,,,http://www.abctransport.com/,,,,,2876,3.800000,9.066482,7.438629,ChIJRx0mJCsLThARu1N1IkPo4Pg,,,
google_maps,,,,Gojopal Cargo services,,,,,,"Statement Hotels Complex (Behind Federal High Court, C01, 2nd Floor, Central Business District, Abuja, Federal Capital Territory",0817 990 8772,"Ferdyodey5@gmail.com, info@gojopal.com.ng","Ferdyodey5@gmail.com, info@gojopal.com.ng",http://gojopal.com.ng/,,,,,1,5.000000,9.058593,7.489413,ChIJcbUneK8LThARtRNHJ3i4JcM,,,
google_maps,,,,DMX LOGISTICS ABUJA,,,,,,"9 Santana Cl, Wuse 2, Abuja 900288, Federal Capital Territory",0808 907 1190,,,https://www.instagram.com/dmxng/,,,,,10,5.000000,9.076792,7.471010,ChIJT14qM08LThARXBSDA0e_4n4,,,
google_maps,,,,FLUGOS LOGISTICS SERVICES,,,,,,"4th Floor, FLUGOS LOGISTICS SERVICES, ITF House, 6 Adetokunbo Ademola Cres, Maitama, Abuja 900271, Federal Capital Territory",0808 888 9861,,,http://www.flugoslogistics.com/,,,,,26,4.000000,9.077471,7.493887,ChIJqyuFbY8LThAR8ulbBIiWeO8,,,
google_maps,,,,Porter Express,,,,,,"Plot 976, Olusegun Obasanjo way , Threshold Business suite Suite 2F9, Wuye, Ankuru 900271, Federal Capital Territory",0906 656 4406,,,,,,,,27,4.900000,9.053987,7.438039,ChIJG8OrGJZxThARuz56pLe4ee8,,,
google_maps,,,,CHISCO TRANSPORT NIG LTD ABUJA,,,,,,"PLOT 176, CHISCO TRANSPORT NIG LTD ABUJA, UTAKO DISTRICT, A.E. Ekukinam St, opp. MFM, AMAC, Abuja 900108, Federal Capital Territory",0806 811 9667,customer.care@chiscogroupng.com,customer.care@chiscogroupng.com,http://www.chiscotransport.com.ng/,,,,,1202,3.600000,9.066798,7.443096,ChIJS5o00isLThAR24taTMsrCyM,,,
google_maps,,,,ATAC Logistics,,,,,,"Abraham Plaza, beside ABC Transport Service, Jabi, Abuja 900108, Federal Capital Territory",0906 926 9157,,,,,,,,1,5.000000,9.066566,7.437938,ChIJAQDA0tR0ThARgboAh1QhTiI,,,
google_maps,,,,RTG CARGO AND LOGISTICS ABUJA OFFICE,,,,,,"DUTSE-PE MODEL MARKET, Akpabuyo Rd, Kubwa 900211, Federal Capital Territory",0901 087 3360,,,http://www.rtgcargo.com/,,,,,6,5.000000,9.145892,7.363705,ChIJjxHmFADfTRARJYZNDjOmQgg,,,
google_maps,,,,DHL EXPRESS K-CITY PLAZA,,,,,,"SHOP DFF2, DHL EXPRESS K-CITY PLAZA, K-CITY PLAZA, PLOT 538 Aminu Kano Cres, Wuse 2, Abuja 904101, Federal Capital Territory",0907 596 2940,,,,,,,,57,4.900000,9.079276,7.462828,ChIJe3Qi048LThARK7gFNKa0CZs,,,
google_maps,,,,DHL EXPRESS COURIER SERVICES,,,,,,"New Banex Plaza, PLOT 750 Aminu Kano Cres, opposite TUG CENTER, beside SLOT PHONES LTD, Wuse 2, Abuja 904101, Federal Capital Territory",0803 951 9345,,,,,,,,139,4.000000,9.083812,7.469390,ChIJs6MuLu4KThARpN_0o7LF76A,,,
google_maps,,,,DHL,,,,,,"Zone 3, DHL, Fidelity Place, 7 Kabale Close, Off Sultan Abubakar Wy, Wuse, Abuja 904101, Federal Capital Territory",0808 073 7853,,,http://www.dhl.com.ng/,,,,,777,4.100000,9.056461,7.466151,ChIJK0bHEFUKThARiIXmozxU2mE,,,
google_maps,,,,Abex Express Parcel Services,,,,,,"Plot 1985 H/Macaulay Suite B5 Wuse Shopping Plaza, Wuse Zone 5, Federal Capital Territory",,,,,,,,,0,0.000000,9.066729,7.463023,ChIJuZFk0ksLThARAfQ0JeYTlLY,,,
google_maps,,,,Sammy Legend Logistics,,,,,,"shop 24 wuse shopping complex, wuse zone 5, Abuja, 900211, Federal Capital Territory",0909 967 9210,,,,,,,,0,0.000000,9.066924,7.458507,ChIJ19w9rT8LThAR_bC2YoIjw8M,,,
google_maps,,,,SOLBEAT ENTERPRISES - Dufan(UPS Partner),,,,,,"Zone 5, SOLBEAT ENTERPRISES - Dufan(UPS Partner), Wuse Shopping Plaza, Suite B20, 15 Mombasa St, behind Golden Gate Hotel, Wuse, Abuja 900285, Federal Capital Territory",0802 200 1694,,,,,,,,0,0.000000,9.067159,7.462945,ChIJ9b84EnQLThARRCcAlO0psHU,,,
google_maps,,,,DHL Service Point (BLESSING ONWUBUOYA NGOZI),,,,,,"JIKOWYI OPPOSITE ABINO FILLING STATION, Abuja, Federal Capital Territory",0803 907 7000,,,https://locator.dhl.com/results?address=id:ABV472&language=en&lc=NG&resultUom=km&clientAppCode=GYD,,,,,0,0.000000,9.068848,7.464950,ChIJPZCY2CwbWhARilNUFiBMDDs,,,
google_maps,,,,FedEx Red Star Express,,,,,,"1145 Aminu Kano Cres, opp. EMAB GARDEN, Wuse 2, Abuja 904101, Federal Capital Territory",0201 330 3170,,,http://www.redstarplc.com/,,,,,251,3.900000,9.084715,7.471669,ChIJGV0IIZ0LThARa4rZ8YHoA8M,,,
google_maps,,,,Fenway Courier Express Servs Limited,,,,,,"Zone 5, Fenway Courier Express Servs Limited, Abari Shopping Centre, 1, Gado Nasko Blk, Wuse, Federal Capital Territory",,,,,,,,,0,0.000000,9.065356,7.461158,ChIJ2wvXe6wLThARyNR1ZaEBdjU,,,
google_maps,,,,UPS Express Center,,,,,,"72 Abijan St, Wuse, Abuja 904101, Federal Capital Territory",0815 789 6287,,,http://www.ups.com/,,,,,64,3.500000,9.062295,7.475259,ChIJH3TNjHELThARueEVojyrdMA,,,
google_maps,,,,LightSpeed Courier & Logistics,,,,,,"zone 5, LightSpeed Courier & Logistics, Joshua plaza, Plot 2424, 6 Damba St, Sultan Abubakar Wy, Wuse, AMAC 900285, Federal Capital Territory",,,,,,,,,1,5.000000,9.062514,7.467407,ChIJoyRB31kLThARkC2uDWIeLRI,,,
google_maps,,,,Quiklink Express ltd,,,,,,"Utako, Abuja 900108, Federal Capital Territory",0909 220 0886,,,,,,,,3,4.700000,9.067851,7.446440,ChIJ-UOhSY4LThAR6-qk6262r6M,,,
google_maps,,,,DHL Service Point,,,,,,"126 Aminu Kano Cres, Wuse, Abuja 904101, Federal Capital Territory",0803 907 7000,,,https://locator.dhl.com/results?address=id:ABV341&language=en&lc=NG&resultUom=km&clientAppCode=GYD,,,,,59,4.200000,9.075042,7.471991,ChIJJfxJND0LThARk-KZ7dO_PWs,,,
google_maps,,,,UPS CENTER ABUJA,,,,,,"3 Youkou St, Wuse 2, Abuja 904101, Federal Capital Territory",0703 481 7581,,,,,,,,44,4.200000,9.079949,7.466652,ChIJ_X_Rm-UKThAR0wIzp4_Y2Tc,,,
google_maps,,,,Fastlane Express International Limited,,,,,,"Upper Grace plaza, 3 Warri St, Garki, Abuja 900001, Federal Capital Territory",0811 017 5501,"info@expressfastlane.com, Fastlaneexpressng@gmail.com","info@expressfastlane.com, Fastlaneexpressng@gmail.com",https://www.expressfastlane.com/,,,,,23,4.100000,9.041873,7.494990,ChIJ5bMz1pYLThARsbN_KQviRIw,,,
google_maps,,,,Africa Courier Express - ACE,,,,,,"Ste E19, Africa Courier Express - ACE, Emab Plaza Besides Old Bannex plaza, Wuse, Abuja 11, Federal Capital Territory",0908 734 7151,,,,,,,,0,0.000000,9.063485,7.461400,ChIJQQTlIF4LThARXmH3Tus5JHk,,,
google_maps,,,,Onward Express Delivery Limited,,,,,,"Zone 5, Onward Express Delivery Limited, Anbeez Plaza, 204, Wuse, Abuja, Federal Capital Territory",0809 666 2228,,,,,,,,2,5.000000,9.059213,7.455292,ChIJURbqJ-ULThARIcdNw4gZoT4,,,
google_maps,,,,Tad Express Courier Services,,,,,,"Shop GF/C/60, Mabushi Ultra Modern Market, Abuja, Federal Capital Territory",0808 576 0272,,,,,,,,23,4.700000,9.093519,7.443942,ChIJf2JlZ9ULThAR8KzRVxGemGc,,,
google_maps,,,,iClose Delivery & Dispatch Riders Services in Abuja,,,,,,,0705 585 8658,,,http://www.dispatchrider.flyovertravels.com.ng/,,,,,121,4.900000,9.033872,8.670771,ChIJQzB4Yw4LThAR0V1vRBdVscw,,,
google_maps,,,,DAINTY RESTO | RESTAURANT IN ABUJA| ABUJA FOOD DELIVERY daintyresto,,,,,,,0813 769 7000,,,,,,,,4,5.000000,9.025781,7.442451,ChIJVfWlT-Nh0wIRVGTKbNyQcSY,,,
google_maps,,,,Domino's Pizza - Abuja - Nyanya,,,,,,"2HHM+9H Domino's Pizza - Abuja - Nyanya, Karu, New Karu 900101, Federal Capital Territory",0908 888 9999,,,http://www.dominos.ng/,,,,,730,4.000000,9.028437,7.583937,ChIJDzpG6L4JThARxUOoTWXuHaI,,,
google_maps,,,,Parceldash,,,,,,"Suit A16, Parceldash, POWA Plaza, Nyanya, Karu, Abuja 900110, Federal Capital Territory",0707 776 2377,,,https://www.parceldash.ng/,,,,,29,4.700000,9.025792,7.577537,ChIJl-vY_o8JThARnur5XqTtCTg,,,
google_maps,,,,Foodma,,,,,,,0816 844 3338,,,https://foodma.co/,,,,,0,0.000000,9.033872,8.670771,ChIJLZZ9mwFj0g8RMbXKZQZ7qjY,,,
google_maps,,,,God'sHands Printing Press,,,,,,"Nyanya Rd, Wuse, Abuja 900001, Federal Capital Territory",0703 955 8747,,,,,,,,3,5.000000,9.067028,7.462721,ChIJMdEy4bsJThARnu_hI9iuQAY,,,
google_maps,,,,Choice lounge,,,,,,"Beside Nyanya Shopping complex, opposite Access Bank, Nyanya, New Karu, Federal Capital Territory",0802 328 6007,,,,,,,,57,3.900000,9.026098,7.574512,ChIJEXhvMLYJThARHwBV4_yTdxM,,,
google_maps,,,,GIG Logistics Nyanya Abuja,,,,,,"Joy plaza, Along Nyanya Jikwoyi Rd, beside First Bank, Abuja 900103, Federal Capital Territory",0813 985 1120,,,https://giglogistics.com/,,,,,11,3.300000,8.984214,7.563826,ChIJpw9THaIPThARB3oxPh4eS9M,,,
google_maps,,,,VITAGLAD EXPRESS LTD,,,,,,"Block J Suite 12, VITAGLAD EXPRESS LTD, POWA Plaza, Along Abuja-Keffi Rd, Nyanya, AMAC 900007, Federal Capital Territory",0916 666 9422,,,http://www.vitagladexpress.com/,,,,,2,5.000000,9.026771,7.579405,ChIJ1YSWoOIJThARIGxYB9fT_7Q,,,
google_maps,,,,Sampona Guest Inn,,,,,,"Area E Mopol Road, Nyanya, Abuja 900101, Federal Capital Territory",0806 788 1084,,,,,,,,25,3.700000,9.029221,7.576776,ChIJPZvJhNEIThARVdNs0L2RrKM,,,
google_maps,,,,Sten Fast Food,,,,,,"Block 200, Area B, Nyanya, Federal Capital Territory",0806 698 0868,,,,,,,,2,4.000000,9.029874,7.575419,ChIJZd2jbdEIThAR20eopYsAf7M,,,
google_maps,,,,Mase Food (Calabar Kitchen),,,,,,"2HH9+7J3 Mase Food (Calabar Kitchen), Second Rd, Nyanya, Abuja 900101, Federal Capital Territory",0701 761 1127,,,,,,,,0,0.000000,9.028125,7.569033,ChIJcwPwhjEJThARBx_DT2B-7xU,,,
google_maps,,,,Gabb More Art,,,,,,"Ste 24, Gabb More Art, Nyanya Shopping Plaza, Wuse, Abuja 904101, Federal Capital Territory",0805 523 7234,,,,,,,,0,0.000000,9.067028,7.462721,ChIJeYxPmnALThARNDZXKap4IEI,,,
google_maps,,,,maakwazo &foodie bank,,,,,,"House No6 Nyanya Village, Abuja 900010, Federal Capital Territory",0803 595 6023,,,https://stirwaters.net/,,,,,1,4.000000,9.025291,7.570049,ChIJJZz0ixAJThARfqkUWzaute4,,,
google_maps,,,,mercys servuory delight - Cake in Abuja Cupcakes in karu nyanya,,,,,,"Area A extension, mercys servuory delight - Cake in Abuja Cupcakes in karu nyanya, by Richway hotel, plot 9192 Nyanya, Karu, Abuja 961105, Federal Capital Territory",0818 323 1063,,,,,,,,2,5.000000,9.025369,7.565157,ChIJHxtwLY0JThARcXS3BnIqFwM,,,
google_maps,,,,Nearest Abuja delivery and Dispatch Riders,,,,,,"Obafemi Awolowo Wy, Utako, Abuja 900001, Federal Capital Territory",0808 794 9424,,,http://abuja.nearmelogistics.com.ng/,,,,,59,4.600000,9.064540,7.425311,ChIJccgM1cB1ThARDWGz16TrXJo,,,
google_maps,,,,Real fort lounge,,,,,,"Nyanya, Ado 900101, Federal Capital Territory",,,,,,,,,67,3.700000,9.027587,7.565514,ChIJSR94NSoJThARa6v7lEVzszc,,,
google_maps,,,,Kanisa Fast Food,,,,,,"Plot 85-87 Area B Last Rd, Nyanya, Abuja 900101, Federal Capital Territory",0803 923 2851,,,,,,,,3,3.000000,9.031053,7.569264,ChIJ2bMWN9YIThARuYUwY1d0lpI,,,
google_maps,,,,"ZUAMI FOODSTUFF CENTER, NYANYA.",,,,,,"Blocks I&J Neighborhood Market, opposite Living Faith Church, Abuja 900101, Federal Capital Territory",0905 238 5339,,,https://zuami.com.ng/,,,,,1,5.000000,9.036862,7.574510,ChIJCekq10MJThARPiviol-HWlg,,,
google_maps,,,,iClose - Transport Company and Logistics Services Near me in Abuja,,,,,,"Bright Plaza, 50 Ebitu Ukiwe St, beside Work and Connect, Jabi, Abuja 900001, Federal Capital Territory",0705 585 8658,,,,,,,,1,5.000000,9.066397,7.431653,ChIJL9GS-6t1ThAREb7Xl6jdc08,,,
google_maps,,,,JUSTBEZI LOGISTICS ABUJA,,,,,,"Shop B8 LS 34, JUSTBEZI LOGISTICS ABUJA, Utako Ultra Modern Market, Utako, Abuja 900108, Federal Capital Territory",0806 161 9307,,,,,,,,56,4.800000,9.065000,7.445932,ChIJ-cOHhu0LThAR5DVV6LadxOA,,,
google_maps,,,,Tobie’s kitchen,,,,,,"Area,C, Tobie’s kitchen, Nyanya, Abuja 900103, Federal Capital Territory",0915 893 1215,,,,,,,,2,5.000000,9.032848,7.574223,ChIJZ6Oh0lMJThARwccPTo0VVa8,,,
google_maps,,,,Gabbukas Logistics & Tracking Services,,,,,,"Suite C3, 3rd Floor, BOA Plaza, Wuse Market, Abuja, Abuja 900285, Federal Capital Territory",0805 329 9855,,,,,,,,2,5.000000,9.068542,7.466124,ChIJh2q8lQILThARNB11u3jd6Zs,,,
google_maps,,,,Cargohaul Logistics,,,,,,"Utako, Abuja 900108, Federal Capital Territory",0811 739 3222,,,,,,,,2,5.000000,9.067851,7.446440,ChIJ1_KVqV4LThAR3Nwma8Pe2PQ,,,
google_maps,,,,God's will Delivery and Logistics services,,,,,,"M i Ahmad plaza M i Ahmad plaza, 92 Adetokunbo Ademola Cres, Wuse 2, Abuja 904101, Federal Capital Territory",,,,,,,,,4,5.000000,9.071819,7.477538,ChIJyUF2aWELThARpOpaEHSRUhg,,,
google_maps,,,,Pure Logistics,,,,,,"Floor, 01, Pure Logistics, Transcorp Hilton Hotel, 1 Aguiyi Ironsi St, Maitama, Abuja 900001, Federal Capital Territory",0803 320 4517,,,,,,,,1,5.000000,9.077733,7.495852,ChIJu4tREU8KThARJ1q2LbTcNjw,,,
google_maps,,,,IOS Logistics Abuja,,,,,,"Suite 213 Jinifa Plaza Extension, Central Area, Abuja 900211, Federal Capital Territory",0706 421 5946,,,https://www.instagram.com/ioslogisticsng/,,,,,2,3.000000,9.055351,7.478522,ChIJ9zVq76MLThARQWwlRvyzPnA,,,
google_maps,,,,Abujaporter Logistics,,,,,,"Chimkasima Yard, behind Zenith Bank, Utako, Abuja 904101, Federal Capital Territory",0706 251 8255,,,,,,,,1,5.000000,9.065652,7.440492,ChIJ16Va9wQLThARWk1eRdti-As,,,
google_maps,,,,GIG Logistics Wuse 2,,,,,,"3FM9+28V GIG Logistics Wuse 2, Plot 80 Aminu Kano Cres, opp. Sharif Plaza, beside Wema Bank, Wuse 2, Abuja 900288, Federal Capital Territory",0813 985 1120,,,https://giglogistics.com/,,,,,196,3.800000,9.082571,7.468204,ChIJMVJgC_4LThARUB-IF_UNODU,,,
google_maps,,,,XCOS Logistics,,,,,,"De Avalon Plaza, Plot 483 Ajose Adeogun St, Utako, Abuja, Federal Capital Territory",0903 880 1509,,,,,,,,18,4.800000,9.068568,7.441952,ChIJLW29aB4LThAR6jS-mnBfrEA,,,
google_maps,,,,Laurel Logistics,,,,,,"Suite S1, Plot, Laurel Logistics, Febson Mall, Zone 4, 24/25 Herbert Macaulay Wy, Wuse, Abuja 900103, Federal Capital Territory",0814 158 3314,,,,,,,,2,5.000000,9.065872,7.468597,ChIJPcp8kKQLThARoESdxsNTJzw,,,
google_maps,,,,Cosnmeris Express Logistics Services,,,,,,"Zone 6, Cosnmeris Express Logistics Services, 47 Cotonou Cres, Wuse, Abuja 904101, Federal Capital Territory",0802 062 5608,,,,,,,,0,0.000000,9.071548,7.461400,ChIJ_YUQvJa9ThARK8yx7ki-6w4,,,
google_maps,,,,Metro Logistics,,,,,,"Shop F47, Nyanya Shopping Plaza Nyanya, Nyanya, Federal Capital Territory",0810 566 6752,,,,,,,,0,0.000000,9.067028,7.462721,ChIJa0C98LsLThARz0oFEkyhAwk,,,
google_maps,,,,"D28 Logistics, Abuja",,,,,,"Mabushi Ultramodern Market, opposite Platinum Mega Mall, Jahi 1, Abuja 900108, Federal Capital Territory",0903 013 4636,,,https://wa.link/16t91q,,,,,28,4.900000,9.106772,7.447625,ChIJNd3aJLcLThARTxn3QlGN-B0,,,
google_maps,,,,Ella Logistics Services Limited,,,,,,"3 Atbara St, off Cairo Crescent, Wuse 2, Abuja 904101, Federal Capital Territory",0704 921 4981,,,http://ellalogistics.africa/,,,,,10,4.200000,9.077473,7.480407,ChIJUbB24o0LThAReeYDz2JtJzo,,,
google_maps,,,,GIG Logistics Utako 1,,,,,,"Police Station, Plot 113 I.V.W. Osisiogu Street, beside Utako, Utako, Abuja 900001, Federal Capital Territory",0813 985 1120,,,https://giglogistics.com/,,,,,595,3.800000,9.065441,7.438597,ChIJf32iL4MLThARtNi00CfJ4XM,,,
google_maps,,,,Jaysil Logistics and Services Ltd.,,,,,,"25B IBM Haruna St, Utako, Abuja 900108, Federal Capital Territory",0803 547 5834,,,https://jaysillogistics.com/,,,,,9,5.000000,9.063072,7.439300,ChIJ9TeMhAYLThARvkzoQobQlHs,,,
google_maps,,,,God Is Good Logistics Utako 2 office Abuja,,,,,,"Suit 3 & 4, God Is Good Logistics Utako 2 office Abuja, Atlantic Mall, Ajose Adeogun St, off Obafemi Awolowo Way, Utako, Abuja 900108, Federal Capital Territory",,,,https://giglogistics.com/our-offices,,,,,832,3.900000,9.068790,7.440687,ChIJs99IzdR0ThAREk_VP6eCs6M,,,
google_maps,,,,YAKOYO ABULA JOINT ABUJA,,,,,,"263 Tafawa Balewa Rd, Central Business District, Abuja 900103, Federal Capital Territory",,,,,,,,,1105,4.300000,9.055953,7.489892,ChIJdSM9QMwLThARTMZLEfAxH2c,,,
google_maps,,,,Fenway Express Services Nig. Ltd,,,,,,"Suite 230, 2nd Floor, Ambeez Plaza, Zone 5, Wuse, Abuja, FCT, Federal Capital Territory",0803 713 5968,,,,,,,,2,4.000000,9.059366,7.454410,ChIJE7a8WSMLThARYYx0RQ0KFSY,,,
google_maps,,,,"Flying Eagle Shipping, Sea Freight Services Limited",,,,,,"Zone 6, Flying Eagle Shipping, Sea Freight Services Limited, Plot 791, Rabat Street, Off Herbert Macaulay Wy, Federal Capital Territory",,,,,,,,,3,3.300000,9.068818,7.457614,ChIJP-t1g-MLThAR6iD0N2larBo,,,
google_maps,,,,Global Parcel Services,,,,,,"Block A, Flat, Global Parcel Services, Michael Okpara, Sky Memorial Complex, 2 Herbert Macaulay Wy, Federal Capital Territory",,,,,,,,,0,0.000000,9.069391,7.454658,ChIJCWP9KbULThARx6RcYZhvJsU,,,
google_maps,,,,Chase Express Services Ltd,,,,,,"Suite 04,Yasuha Plaza, Behind Ap Plaza, Adetokunbo Ademola Cres, Wuse 2, Federal Capital Territory",98746483,,,,,,,,0,0.000000,9.064050,7.476808,ChIJ_VwEov4KThAR90w-Jz8lZd8,,,
google_maps,,,,Abia Line Courier Services,,,,,,"behind Arab Contractors, Utako, Abuja 900108, Federal Capital Territory",0806 126 4044,,,,,,,,2,3.000000,9.060740,7.451608,ChIJa5UXD7ILThARUSG8xaI-i_M,,,
google_maps,,,,Ifex Express Limited,,,,,,"22 A E Ekukinam Street Abuja Dape, Federal Capital Territory",0805 056 2624,,,http://www.ifexexpressnig.com/,,,,,33,3.600000,9.067073,7.441255,ChIJhzj3qysLThARWF8Pw2wfXKA,,,
google_maps,,,,"CHIMKASINMA TRANSPORT SERVICES, TRANSPORTATION & LOGISTICS",,,,,,"plot 1127 A.E. Ekukinam St, Utako, Abuja 900108, Federal Capital Territory",0806 617 7724,,,,,,,,28,3.700000,9.065781,7.440643,ChIJIYab9RMLThARdxnAaVPfM_g,,,
google_maps,,,,Amgray Logistics,,,,,,"3C7M+342 Amgray Logistics, PEREZ PLAZA, Vicbalkon St, Utako, Abuja 900108, Federal Capital Territory",0905 771 8505,,,https://amgraylogistics.com/,,,,,10,4.600000,9.062689,7.432800,ChIJJT295ad1ThARR3MPVMorFXQ,,,
google_maps,,,,Abia Line Transport Company,,,,,,"3C6J+J4X Abia Line Transport Company, Bimbo Akintola, Jabi, Abuja 900108, Federal Capital Territory",0806 126 4044,,,,,,,,229,3.700000,9.061620,7.430348,ChIJq5ZxCEJ1ThARd6XxXo18ghI,,,
google_maps,,,,General and Health Logistics International Ltd,,,,,,"622 Atiku Abubakar Wy, Idu Industrial District, Abuja 900108, Federal Capital Territory",0803 303 9280,,,http://www.ghli-l.com/,,,,,49,4.500000,9.038197,7.395487,ChIJNygAqhYLThAR-32kj4dhI_Y,,,
google_maps,,,,Big Joe Ventures Ltd,,,,,,"62 Moses Majekodunmi Cres, Utako, Abuja 900108, Federal Capital Territory",0703 292 6060,,,,,,,,1145,3.700000,9.070503,7.449279,ChIJ7cDIHNgKThARMSIWBGkX5tI,,,
google_maps,,,,GUO Logistics - Utako Station,,,,,,"Gouba Plaza, 15 A.E. Ekukinam St, Utako, Abuja 900108, Federal Capital Territory",0705 889 1917,,,http://guologistics.com/,,,,,115,3.800000,9.066618,7.442699,ChIJVVVVzisLThARfJn1mDVAUEw,,,
google_maps,,,,Peace Mass Logistics Utako Abuja,,,,,,"35 Ajose Adeogun St, Mabushi, Abuja 900108, Federal Capital Territory",0707 761 9293,,,,,,,,63,3.300000,9.068666,7.440964,ChIJXSszJucLThARxVEK06c7uK0,,,
google_maps,,,,E.Ekesons & Bros Transport Nig. Ltd,,,,,,"After Berger, E A.E. Ekukinam St, beside Utako Ultra Modern Market, Flyover, Abuja 900108, Federal Capital Territory",0803 507 6732,,,http://ekesons.com/,,,,,172,3.600000,9.066688,7.444518,ChIJfZUUdykLThARtFLSYWmmvOU,,,
google_maps,,,,Total Express Delivery Ltd.,,,,,,"zone 3, Total Express Delivery Ltd., Abuja Shopping Mall, Suite B14, 8, Maputo St, Federal Capital Territory",,,,,,,,,1,3.000000,9.060432,7.468998,ChIJvwDWD14LThARJTLS9z7Od4w,,,
google_maps,,,,Courier Boy Delivery limited,,,,,,"By Glo Office, 124 Aminu Kano Cres, Wuse 2, Abuja 904101, Abuja 900288, Federal Capital Territory",0803 636 2271,,,,,,,,0,0.000000,9.074538,7.471956,ChIJIV7IXfMLThARnKa_SLKRusE,,,
google_maps,,,,Trans Royal Courier,,,,,,"General Hospital, Joshua Plaza Adebayero, behind Wuse, Wuse, Abuja, Federal Capital Territory",28129238,,,,,,,,0,0.000000,9.062448,7.467362,ChIJn9pe6CMLThARKwUH9-quwYc,,,
google_maps,,,,"UPS Express, Othni Plaza Wuse Zone 1, Abuja",,,,,,"Zone 1, UPS Express, Othni Plaza Wuse Zone 1, Abuja, Othni Plaza, Suite A10, Wuse, Abuja, Federal Capital Territory",0812 002 0039,,,,,,,,3,4.300000,9.053853,7.467370,ChIJxzIL7nELThAR9dNDeAYrFEo,,,
