id,name,businessName,sector,subSector,industry,location,district,phone,email,website,source,score,enrichmentLevel,validationStatus,createdAt,slug,socialLinks,enriched,folder,stage,whatsapp,keyPeople_name,keyPeople_title,keyPeople_email,keyPeople_linkedin,keyPeople_phone,keyPeople_source,_sources,_source,input_id,link,title,category,address,open_hours,plus_code,review_count,review_rating,latitude,longitude,cid,status,reviews_link,timezone,price_range,data_id,place_id,reservations,order_online,menu,owner,complete_address,credit_cards_accepted,about,emails
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gmaps_master,,https://www.google.com/maps/place/Swift+Couriers+Limited/data=!4m7!3m6!1s0x104e0bdac1fb2111:0x6586bdfb8d8f7bb8!8m2!3d9.0798318!4d7.4923127!16s%2Fg%2F11s94nkf_7!19sChIJESH7wdoLThARuHuPjfu9hmU?authuser=0&hl=en&g_ep=EgoyMDI2MDgyMy4wIJJjKgBIAVAD&rclk=1,Swift Couriers Limited,Shipping service,"Suite 26 Wuse Shopping Complex, Federal Capital Territory","{""Friday"":[""9 am–6 pm""],""Monday"":[""9 am–6 pm""],""Saturday"":[""9 am–6 pm""],""Sunday"":[""Closed""],""Thursday"":[""9 am–6 pm""],""Tuesday"":[""9 am–6 pm""],""Wednesday"":[""9 am–6 pm""]}",3FHR+WW Abuja,0.0,0.0,9.079832,7.492313,7.315743532819381e+18,,,Africa/Lagos,,0x104e0bdac1fb2111:0x6586bdfb8d8f7bb8,ChIJESH7wdoLThARuHuPjfu9hmU,,,,"{""id"":""105706691561775817692"",""name"":""Swift Couriers Limited (Owner)"",""link"":""https://www.google.com/maps/contrib/105706691561775817692""}","{""borough"":""Wuse"",""street"":""Suite 26 Wuse Shopping Complex"",""city"":""Abuja"",""postal_code"":"""",""state"":""Federal Capital Territory"",""country"":""NG""}",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gmaps_master,,https://www.google.com/maps/place/United+Courier+Limited/data=!4m7!3m6!1s0x104e75a1e84e704f:0x857c852ff200b12!8m2!3d9.0620007!4d7.4226918!16s%2Fg%2F11jt76bck5!19sChIJT3BO6KF1ThAREgsg_1LIVwg?authuser=0&hl=en&g_ep=EgoyMDI2MDgyMy4wIJJjKgBIAVAD&rclk=1,United Courier Limited,Shipping service,"Plot 781 Obafemi Awolowo Wy, Area II, Abuja 900108, Federal Capital Territory","{""Friday"":[""9 am–6 pm""],""Monday"":[""9 am–6 pm""],""Saturday"":[""9 am–6 pm""],""Sunday"":[""Closed""],""Thursday"":[""9 am–6 pm""],""Tuesday"":[""9 am–6 pm""],""Wednesday"":[""9 am–6 pm""]}",3C6F+R3 Abuja,0.0,0.0,9.062001,7.422692,6.011693340704141e+17,,,Africa/Lagos,,0x104e75a1e84e704f:0x857c852ff200b12,ChIJT3BO6KF1ThAREgsg_1LIVwg,,,,"{""id"":""113493652659957372786"",""name"":""United Courier Limited (Owner)"",""link"":""https://www.google.com/maps/contrib/113493652659957372786""}","{""borough"":""Area II"",""street"":""Plot 781 Obafemi Awolowo Wy"",""city"":""Abuja"",""postal_code"":"""",""state"":""Federal Capital Territory"",""country"":""NG""}",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gmaps_master,,https://www.google.com/maps/place/Manufacturers+Delivery+Service+%28MDS%29+-+Division+of+UAC/data=!4m7!3m6!1s0x104e759934b575b9:0x149c7e8058fef8b4!8m2!3d9.0641062!4d7.4229395!16s%2Fg%2F11jt75wd26!19sChIJuXW1NJl1ThARtPj-WIB-nBQ?authuser=0&hl=en&g_ep=EgoyMDI2MDgyMy4wIJJjKgBIAVAD&rclk=1,Manufacturers Delivery Service (MDS) - Division of UAC,Shipping service,"Idu Industrial, Estate, off Airport, Jabi, Road, Federal Capital Territory","{""Friday"":[""9 am–6 pm""],""Monday"":[""9 am–6 pm""],""Saturday"":[""9 am–6 pm""],""Sunday"":[""Closed""],""Thursday"":[""9 am–6 pm""],""Tuesday"":[""9 am–6 pm""],""Wednesday"":[""9 am–6 pm""]}",3C7F+J5 Abuja,0.0,0.0,9.064106,7.42294,1.4852010668394396e+18,,,Africa/Lagos,,0x104e759934b575b9:0x149c7e8058fef8b4,ChIJuXW1NJl1ThARtPj-WIB-nBQ,,,,"{""id"":""109772994219206182385"",""name"":""Manufacturers Delivery Service (MDS) - Division of UAC (Owner)"",""link"":""https://www.google.com/maps/contrib/109772994219206182385""}","{""borough"":""Jabi"",""street"":""Idu Industrial, Estate, off Airport"",""city"":""Road"",""postal_code"":"""",""state"":""Federal Capital Territory"",""country"":""NG""}",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gmaps_master,,https://www.google.com/maps/place/GNL+Express+%26+Cargo+Kubwa+Abuja/data=!4m7!3m6!1s0x104ddf8aa6e352a5:0xaaf8c68fdedb56d4!8m2!3d9.1411105!4d7.3674542!16s%2Fg%2F11trjtk6yp!19sChIJpVLjporfTRAR1Fbb3o_G-Ko?authuser=0&hl=en&g_ep=EgoyMDI2MDgyMy4wIJJjKgBIAVAD&rclk=1,GNL Express & Cargo Kubwa Abuja,Courier service,"Suite 8, GNL Express & Cargo Kubwa Abuja, Joem Plaza, inside Mobil Filling Station, adjacent to Chuk Citi Foods, Abuja 901101, Federal Capital Territory","{""Friday"":[""8 am–6 pm""],""Monday"":[""8 am–6 pm""],""Saturday"":[""9 am–3 pm""],""Sunday"":[""Closed""],""Thursday"":[""8 am–6 pm""],""Tuesday"":[""8 am–6 pm""],""Wednesday"":[""8 am–6 pm""]}",49R8+CX Abuja,2.0,5.0,9.14111,7.367454,1.2319815101893532e+19,,,Africa/Lagos,,0x104ddf8aa6e352a5:0xaaf8c68fdedb56d4,ChIJpVLjporfTRAR1Fbb3o_G-Ko,,,,"{""id"":""102299589347718988539"",""name"":""GNL Express \u0026 Cargo Kubwa Abuja (Owner)"",""link"":""https://www.google.com/maps/contrib/102299589347718988539""}","{""borough"":"""",""street"":""Suite 8, Joem Plaza, inside Mobil Filling Station, adjacent to Chuk Citi Foods"",""city"":""Abuja"",""postal_code"":""901101"",""state"":""Federal Capital Territory"",""country"":""NG""}",,"[{""id"":""service_options"",""name"":""Service options"",""options"":[{""name"":""Online appointments"",""enabled"":true},{""name"":""On-site services"",""enabled"":true}]}]",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gmaps_master,,https://www.google.com/maps/place/Nipost+Kubwa/data=!4m7!3m6!1s0x104dd8d77f6a9a81:0xdb9008817981064a!8m2!3d9.1567827!4d7.3415923!16s%2Fg%2F11g6hw1r4_!19sChIJgZpqf9fYTRARSgaBeYEIkNs?authuser=0&hl=en&g_ep=EgoyMDI2MDgyMy4wIJJjKgBIAVAD&rclk=1,Nipost Kubwa,Post office,"584R+PJ8 Nipost Kubwa, Kubwa 901101, Federal Capital Territory","{""Friday"":[""8 am–4 pm""],""Monday"":[""8 am–4 pm""],""Saturday"":[""8 am–4 pm""],""Sunday"":[""Closed""],""Thursday"":[""8 am–4 pm""],""Tuesday"":[""8 am–4 pm""],""Wednesday"":[""8 am–4 pm""]}",,64.0,3.5,9.156783,7.341592,1.5821154843134855e+19,,,Africa/Lagos,,0x104dd8d77f6a9a81:0xdb9008817981064a,ChIJgZpqf9fYTRARSgaBeYEIkNs,,,,"{""id"":"""",""name"":""Nipost Kubwa (Owner)"",""link"":""""}","{""borough"":"""",""street"":""584R+PJ8"",""city"":""Kubwa"",""postal_code"":"""",""state"":""Federal Capital Territory"",""country"":""NG""}",,"[{""id"":""amenities"",""name"":""Amenities"",""options"":[{""name"":""Toilet"",""enabled"":true}]},{""id"":""payments"",""name"":""Payments"",""options"":[{""name"":""Credit cards"",""enabled"":true},{""name"":""Debit cards"",""enabled"":true}]}]",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gmaps_master,,https://www.google.com/maps/place/AUTOSTAR+COURIER+SERVICES+LTD/data=!4m7!3m6!1s0x104e0b005d000ee9:0x903db1ba8d24f327!8m2!3d9.0686241!4d7.4423161!16s%2Fg%2F11y5q83p6r!19sChIJ6Q4AXQALThARJ_MkjbqxPZA?authuser=0&hl=en&g_ep=EgoyMDI2MDgyMy4wIJJjKgBIAVAD&rclk=1,AUTOSTAR COURIER SERVICES LTD,Courier service,"Suite 11, AUTOSTAR COURIER SERVICES LTD, Ide Plaza, Obafemi Awolowo Wy, Mabushi, Abuja 900108, Federal Capital Territory","{""Friday"":[""8 am–7 pm""],""Monday"":[""8 am–7 pm""],""Saturday"":[""8 am–7 pm""],""Sunday"":[""8 am–7 pm""],""Thursday"":[""8 am–7 pm""],""Tuesday"":[""8 am–7 pm""],""Wednesday"":[""8 am–7 pm""]}",3C9R+CW Abuja,1.0,3.0,9.068624,7.442316,1.0393658929831014e+19,,,Africa/Lagos,,0x104e0b005d000ee9:0x903db1ba8d24f327,ChIJ6Q4AXQALThARJ_MkjbqxPZA,,,,"{""id"":"""",""name"":""AUTOSTAR COURIER SERVICES LTD (Owner)"",""link"":""""}","{""borough"":""Mabushi"",""street"":""Suite 11, Ide Plaza, Obafemi Awolowo Wy"",""city"":""Abuja"",""postal_code"":"""",""state"":""Federal Capital Territory"",""country"":""NG""}",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gmaps_master,,https://www.google.com/maps/place/MiLabNG/data=!4m7!3m6!1s0x104e0b7206bc6c9b:0x65c7bb163971fae3!8m2!3d9.0603113!4d7.4624353!16s%2Fg%2F11hwbxgdw6!19sChIJm2y8BnILThAR4_pxORa7x2U?authuser=0&hl=en&g_ep=EgoyMDI2MDgyMy4wIJJjKgBIAVAD&rclk=1,MiLabNG,Delivery service,"3F66+4XF MiLabNG, B1, Wuse, Abuja 900001, Federal Capital Territory","{""Friday"":[""7 am–5 pm""],""Monday"":[""7 am–5 pm""],""Saturday"":[""Closed""],""Sunday"":[""Closed""],""Thursday"":[""7 am–5 pm""],""Tuesday"":[""7 am–5 pm""],""Wednesday"":[""7 am–5 pm""]}",,1.0,5.0,9.060311,7.462435,7.334036222323588e+18,,,Africa/Lagos,,0x104e0b7206bc6c9b:0x65c7bb163971fae3,ChIJm2y8BnILThAR4_pxORa7x2U,,,,"{""id"":"""",""name"":""MiLabNG (Owner)"",""link"":""""}","{""borough"":""Wuse"",""street"":""3F66+4XF, B1"",""city"":""Abuja"",""postal_code"":""900001"",""state"":""Federal Capital Territory"",""country"":""NG""}",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gmaps_master,,https://www.google.com/maps/place/Zone+8+You+and+Me+Garden+Lugbe/data=!4m7!3m6!1s0x104e737608e43991:0x2b783fd4ac9e9b53!8m2!3d8.9716117!4d7.3800983!16s%2Fg%2F11fwzk967_!19sChIJkTnkCHZzThARU5uerNQ_eCs?authuser=0&hl=en&g_ep=EgoyMDI2MDgyMy4wIJJjKgBIAVAD&rclk=1,Zone 8 You and Me Garden Lugbe,Church,"Unnamed Road, Lugbe 900107, Federal Capital Territory","{""Friday"":[""9 am–8 pm""],""Monday"":[""9 am–8 pm""],""Saturday"":[""9 am–8 pm""],""Sunday"":[""Closed""],""Thursday"":[""9 am–8 pm""],""Tuesday"":[""9 am–8 pm""],""Wednesday"":[""9 am–8 pm""]}",X9CJ+J2 Lugbe,27.0,4.3,8.971612,7.380098,3.1323237234978724e+18,,,Africa/Lagos,,0x104e737608e43991:0x2b783fd4ac9e9b53,ChIJkTnkCHZzThARU5uerNQ_eCs,,,,"{""id"":""115792509661376190617"",""name"":""Zone 8 You and Me Garden Lugbe (Owner)"",""link"":""https://www.google.com/maps/contrib/115792509661376190617""}","{""borough"":"""",""street"":""Unnamed Road"",""city"":""Lugbe"",""postal_code"":"""",""state"":""Federal Capital Territory"",""country"":""NG""}",,"[{""id"":""amenities"",""name"":""Amenities"",""options"":[{""name"":""Toilet"",""enabled"":true}]}]",
,,,,,,,,,,http://igdlogisticservices.rf.gd/wp/,,,,,,,,,,,,,,,,,,,gmaps_master,,https://www.google.com/maps/place/International+Global+Delivery+Logistics+Service/data=!4m7!3m6!1s0x104e0b658e37fed1:0x516981d71f7e9bda!8m2!3d9.0534263!4d7.4852161!16s%2Fg%2F11zd8xknyg!19sChIJ0f43jmULThAR2pt-H9eBaVE?authuser=0&hl=en&g_ep=EgoyMDI2MDgyMy4wIJJjKgBIAVAD&rclk=1,International Global Delivery Logistics Service,Delivery service,"Nnamdi azikwe international airport Bill Clinton FCT ABUJA (Arrival Terminal FAAN, AMAC, Abuja 900105, Federal Capital Territory","{""Friday"":[""Closed""],""Monday"":[""Closed""],""Saturday"":[""Closed""],""Sunday"":[""Open 24 hours""],""Thursday"":[""Closed""],""Tuesday"":[""Closed""],""Wednesday"":[""Closed""]}",3F3P+93 Abuja,0.0,0.0,9.053426,7.485216,5.866362750573125e+18,,,Africa/Lagos,,0x104e0b658e37fed1:0x516981d71f7e9bda,ChIJ0f43jmULThAR2pt-H9eBaVE,,,,"{""id"":""107241662712952309657"",""name"":""International Global Delivery Logistics Service (Owner)"",""link"":""https://www.google.com/maps/contrib/107241662712952309657""}","{""borough"":""AMAC"",""street"":""Nnamdi azikwe international airport Bill Clinton FCT ABUJA (Arrival Terminal FAAN"",""city"":""Abuja"",""postal_code"":""900105"",""state"":""Federal Capital Territory"",""country"":""NG""}",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gmaps_master,,https://www.google.com/maps/place/Cargo+Zeal+Technologies+Ltd./data=!4m7!3m6!1s0x104e0bd60c3e61d1:0x938a7cecd7da81ec!8m2!3d9.0530822!4d7.4678458!16s%2Fg%2F11tfbcwzxv!19sChIJ0WE-DNYLThAR7IHa1-x8ipM?authuser=0&hl=en&g_ep=EgoyMDI2MDgyMy4wIJJjKgBIAVAD&rclk=1,Cargo Zeal Technologies Ltd.,Shipping service,"Zone 1, Cargo Zeal Technologies Ltd., Suite 6B, Mangal Plaza, Plot 1, Garoua Street, Off Nouakchott St, Federal Capital Territory","{""Friday"":[""9 am–6 pm""],""Monday"":[""9 am–6 pm""],""Saturday"":[""9 am–6 pm""],""Sunday"":[""Closed""],""Thursday"":[""9 am–6 pm""],""Tuesday"":[""9 am–6 pm""],""Wednesday"":[""9 am–6 pm""]}",3F39+64 Wupa,0.0,0.0,9.053082,7.467846,1.0631447227037024e+19,,,Africa/Lagos,,0x104e0bd60c3e61d1:0x938a7cecd7da81ec,ChIJ0WE-DNYLThAR7IHa1-x8ipM,,,,"{""id"":""104993200446012197253"",""name"":""Cargo Zeal Technologies Ltd. (Owner)"",""link"":""https://www.google.com/maps/contrib/104993200446012197253""}","{""borough"":""Wuse"",""street"":""Zone 1, Suite 6B, Mangal Plaza, Plot 1, Garoua Street, Off Nouakchott St"",""city"":""Wupa"",""postal_code"":"""",""state"":""Federal Capital Territory"",""country"":""NG""}",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gmaps_master,,"https://www.google.com/maps/place/Ideke+Shipping,+Sea+Freight+Services+Ltd/data=!4m7!3m6!1s0x104e0b9508d2dc21:0x61b3311a5ac6f969!8m2!3d9.0771661!4d7.4777413!16s%2Fg%2F11tfbdhdqk!19sChIJIdzSCJULThARafnGWhoxs2E?authuser=0&hl=en&g_ep=EgoyMDI2MDgyMy4wIJJjKgBIAVAD&rclk=1","Ideke Shipping, Sea Freight Services Ltd",Shipping service,"Zone 2, Ideke Shipping, Sea Freight Services Ltd, 7 Adetokunbo Ademola Cres, Wuse, Abuja 904101, Federal Capital Territory","{""Friday"":[""9 am–6 pm""],""Monday"":[""9 am–6 pm""],""Saturday"":[""9 am–6 pm""],""Sunday"":[""Closed""],""Thursday"":[""9 am–6 pm""],""Tuesday"":[""9 am–6 pm""],""Wednesday"":[""9 am–6 pm""]}",3FGH+V3 Abuja,0.0,0.0,9.077166,7.477741,7.040024631772117e+18,,,Africa/Lagos,,0x104e0b9508d2dc21:0x61b3311a5ac6f969,ChIJIdzSCJULThARafnGWhoxs2E,,,,"{""id"":""107244248749358307266"",""name"":""Ideke Shipping, Sea Freight Services Ltd (Owner)"",""link"":""https://www.google.com/maps/contrib/107244248749358307266""}","{""borough"":""Wuse"",""street"":""Zone 2, 7 Adetokunbo Ademola Cres"",""city"":""Abuja"",""postal_code"":"""",""state"":""Federal Capital Territory"",""country"":""NG""}",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gmaps_master,,https://www.google.com/maps/place/Nyanya+Market/data=!4m7!3m6!1s0x104e08d5655577b3:0x6bb2688819bdf9b9!8m2!3d9.0243541!4d7.5674068!16s%2Fg%2F11c5rvjhl_!19sChIJs3dVZdUIThARufm9GYhosms?authuser=0&hl=en&g_ep=EgoyMDI2MDgyMy4wIJJjKgBIAVAD&rclk=1,Nyanya Market,Market,"Urban Mass Nyanya Market, Federal Capital Territory","{""Friday"":[""7 am–7 pm""],""Monday"":[""7 am–7 pm""],""Saturday"":[""7 am–7 pm""],""Sunday"":[""7 am–7 pm""],""Thursday"":[""7 am–7 pm""],""Tuesday"":[""7 am–7 pm""],""Wednesday"":[""7 am–7 pm""]}",2HF8+PX Ado,5267.0,3.8,9.024354,7.567407,7.760380041669507e+18,,,Africa/Lagos,,0x104e08d5655577b3:0x6bb2688819bdf9b9,ChIJs3dVZdUIThARufm9GYhosms,,,,"{""id"":""115964897848176976903"",""name"":""Nyanya Market (Owner)"",""link"":""https://www.google.com/maps/contrib/115964897848176976903""}","{""borough"":""Karu"",""street"":""Urban Mass Nyanya Market"",""city"":""Ado"",""postal_code"":"""",""state"":""Federal Capital Territory"",""country"":""NG""}",,"[{""id"":""service_options"",""name"":""Service options"",""options"":[{""name"":""On-site services"",""enabled"":true}]},{""id"":""amenities"",""name"":""Amenities"",""options"":[{""name"":""Toilet"",""enabled"":true}]},{""id"":""payments"",""name"":""Payments"",""options"":[{""name"":""Credit cards"",""enabled"":true},{""name"":""Debit cards"",""enabled"":true},{""name"":""NFC mobile payments"",""enabled"":true}]},{""id"":""parking"",""name"":""Parking"",""options"":[{""name"":""Paid parking lot"",""enabled"":true}]}]",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gmaps_master,,https://www.google.com/maps/place/Baltic+Aviation+Cargo/data=!4m7!3m6!1s0x104e0d1cec138845:0xd6693b89dbc674d1!8m2!3d8.9776816!4d7.4688397!16s%2Fg%2F11h57gnqx5!19sChIJRYgT7BwNThAR0XTG24k7adY?authuser=0&hl=en&g_ep=EgoyMDI2MDgyMy4wIJJjKgBIAVAD&rclk=1,Baltic Aviation Cargo,Transportation service,"Int. Airport, NACO Shed premises, Nnamdi Azikwe St, Abuja, Federal Capital Territory",{},,0.0,0.0,8.977682,7.46884,1.5449945459954973e+19,,,Africa/Lagos,,0x104e0d1cec138845:0xd6693b89dbc674d1,ChIJRYgT7BwNThAR0XTG24k7adY,,,,"{""id"":"""",""name"":""Baltic Aviation Cargo (Owner)"",""link"":""""}","{""borough"":"""",""street"":"""",""city"":"""",""postal_code"":"""",""state"":"""",""country"":""""}",,"[{""id"":""amenities"",""name"":""Amenities"",""options"":[{""name"":""Toilet"",""enabled"":true}]}]",
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gmaps_master,,"https://www.google.com/maps/place/Grillzhut+by+Derda+Garden+%28Wuse,Zone+5%29/data=!4m7!3m6!1s0x104e0bb2479e9f69:0xb44c352b628ee3f5!8m2!3d9.0615598!4d7.4621771!16s%2Fg%2F11n2jps78n!19sChIJaZ-eR7ILThAR9eOOYis1TLQ?authuser=0&hl=en&g_ep=EgoyMDI2MDgyMy4wIJJjKgBIAVAD&rclk=1","Grillzhut by Derda Garden (Wuse,Zone 5)",African restaurant,"Zone 5, Grillzhut by Derda Garden (Wuse,Zone 5), 10-12 Senanga St, Wuse, Abuja 904101, Federal Capital Territory",{},3F66+JV Abuja,247.0,4.2,9.06156,7.462177,1.2991817485510437e+19,Brunch,,Africa/Lagos,,0x104e0bb2479e9f69:0xb44c352b628ee3f5,ChIJaZ-eR7ILThAR9eOOYis1TLQ,,,,"{""id"":""112969205102299092384"",""name"":""Grillzhut by Derda Garden (Wuse,Zone 5) (Owner)"",""link"":""https://www.google.com/maps/contrib/112969205102299092384""}","{""borough"":""Wuse"",""street"":""Zone 5, 10-12 Senanga St"",""city"":""Abuja"",""postal_code"":"""",""state"":""Federal Capital Territory"",""country"":""NG""}",,"[{""id"":""service_options"",""name"":""Service options"",""options"":[{""name"":""Outdoor seating"",""enabled"":true},{""name"":""Delivery"",""enabled"":true},{""name"":""Takeaway"",""enabled"":true},{""name"":""Dine-in"",""enabled"":true}]},{""id"":""highlights"",""name"":""Highlights"",""options"":[{""name"":""Great beer selection"",""enabled"":true},{""name"":""Great cocktails"",""enabled"":true},{""name"":""Great dessert"",""enabled"":true},{""name"":""Great tea selection"",""enabled"":true}]},{""id"":""popular_for"",""name"":""Popular for"",""options"":[{""name"":""Lunch"",""enabled"":true},{""name"":""Dinner"",""enabled"":true},{""name"":""Solo dining"",""enabled"":true}]},{""id"":""accessibility"",""name"":""Accessibility"",""options"":[{""name"":""Wheelchair-accessible car park"",""enabled"":true},{""name"":""Wheelchair-accessible entrance"",""enabled"":true},{""name"":""Wheelchair-accessible seating"",""enabled"":true},{""name"":""Wheelchair-accessible toilet"",""enabled"":true}]},{""id"":""offerings"",""name"":""Offerings"",""options"":[{""name"":""Alcohol"",""enabled"":true},{""name"":""Beer"",""enabled"":true},{""name"":""Cocktails"",""enabled"":true},{""name"":""Happy-hour drinks"",""enabled"":true},{""name"":""Happy-hour food"",""enabled"":true},{""name"":""Late-night food"",""enabled"":true},{""name"":""Quick bite"",""enabled"":true},{""name"":""Small plates"",""enabled"":true},{""name"":""Spirits"",""enabled"":true},{""name"":""Wine"",""enabled"":true}]},{""id"":""dining_options"",""name"":""Dining options"",""options"":[{""name"":""Brunch"",""enabled"":true},{""name"":""Lunch"",""enabled"":true},{""name"":""Dinner"",""enabled"":true},{""name"":""Catering"",""enabled"":true},{""name"":""Dessert"",""enabled"":true},{""name"":""Seating"",""enabled"":true},{""name"":""Table service"",""enabled"":true}]},{""id"":""amenities"",""name"":""Amenities"",""options"":[{""name"":""Bar on site"",""enabled"":true},{""name"":""Toilet"",""enabled"":true}]},{""id"":""atmosphere"",""name"":""Atmosphere"",""options"":[{""name"":""Casual"",""enabled"":true},{""name"":""Cosy"",""enabled"":true},{""name"":""Trendy"",""enabled"":true}]},{""id"":""crowd"",""name"":""Crowd"",""options"":[{""name"":""Groups"",""enabled"":true},{""name"":""Tourists"",""enabled"":true}]},{""id"":""planning"",""name"":""Planning"",""options"":[{""name"":""Accepts reservations"",""enabled"":true}]},{""id"":""payments"",""name"":""Payments"",""options"":[{""name"":""Credit cards"",""enabled"":true},{""name"":""Debit cards"",""enabled"":true},{""name"":""NFC mobile payments"",""enabled"":true}]},{""id"":""children"",""name"":""Children"",""options"":[{""name"":""Good for kids"",""enabled"":true},{""name"":""High chairs"",""enabled"":true}]},{""id"":""parking"",""name"":""Parking"",""options"":[{""name"":""Free of charge street parking"",""enabled"":true},{""name"":""Free parking lot"",""enabled"":true}]}]",
