id,name,businessName,sector,subSector,industry,location,district,phone,email,website,source,score,enrichmentLevel,validationStatus,createdAt,slug,socialLinks,enriched,folder,stage,whatsapp,keyPeople_name,keyPeople_title,keyPeople_email,keyPeople_linkedin,keyPeople_phone,keyPeople_source,_sources
prime-ocean-logistics-limited,Prime Ocean Logistics Limited,Prime Ocean Logistics Limited,Logistics,Clearing & Forwarding/Transportation/Warehousing,Logistics,"Lagos, Nigeria",,+2348029088573,info@primeocean.com.ng,https://primeocean.com.ng,websearch Lagos logistics,50,basic,pending,2026-06-29,,,,,,YES,,,,,,,folder
delta-line-booking-office,Delta Line Booking Office,Delta Line Booking Office,Logistics,Transport/Logistics,Logistics,"Kaduna, Northern Nigeria",,09072255814,,,websearch Northern logistics,50,basic,pending,2026-06-29,,,,,,YES,,,,,,,folder
cold-sylos,Cold Sylos,Cold Sylos,Logistics,cold chain,Logistics,"Abuja, Nigeria",,+2349077633243,info@coldsylos.com,https://coldsylos.com,SearXNG specialized logistics,50,basic,pending,2026-06-30,,,,,,YES,,,,,,,folder
yme-express-services,YME Express Services,YME Express Services,Logistics,Courier/Transport/Logistics,Logistics,"Akure, Southwest Nigeria",,+2348165339670,,,websearch Southwest logistics,50,basic,pending,2026-06-29,,,,,,YES,,,,,,,folder
b-m-badamasi-jirago-nigeria-ltd,B M Badamasi Jirago Nigeria Ltd,B M Badamasi Jirago Nigeria Ltd,Logistics,Courier/Freight/Logistics,Logistics,"Jos, North-Central Nigeria",,08039224444,,,SearXNG North-Central logistics,50,basic,pending,2026-06-30,,,,,,NO,,,,,,,folder
seabed-logistics-services,Seabed Logistics Services Limited,Seabed Logistics Services Limited,Logistics,maritime,Logistics,"Lagos, Nigeria",,+23413426977,info@sbls.com.ng,https://sbls.com.ng,SearXNG specialized logistics,50,basic,pending,2026-06-30,,,,,,UNKNOWN,,,,,,,folder
faith-motors-enugu,Faith Motors Enugu,Faith Motors,Logistics,Courier/Freight/Logistics,Logistics,"Enugu, Southeast Nigeria",,08062545436,,,SearXNG Southeast logistics,50,basic,pending,2026-06-30,,,,,,YES,,,,,,,folder
bmax-global,Bmax Global,Bmax Global,Logistics,Courier/Freight/Logistics,Logistics,"Abuja, Nigeria",,+2347036557979,,,websearch Abuja logistics,50,basic,pending,2026-06-29,,,,,,NO,,,,,,,folder
upright-intl-logistics-ltd,Upright Int'l Logistics Ltd,Upright Int'l Logistics Ltd,Logistics,Freight/Logistics,Logistics,"Port Harcourt, South-South Nigeria",,+2347025523280,,,websearch South-South logistics,50,basic,pending,2026-06-29,,,,,,YES,,,,,,,folder
abex-courier-services,Abex Courier Services,Abex Courier Services,Logistics,Courier/Freight/Logistics,Logistics,"Abuja, Nigeria",,+2348033283480,,,websearch Abuja logistics,50,basic,pending,2026-06-29,,,,,,NO,,,,,,,folder
fluxy-pryme-logistics,Fluxy Pryme Logistics,Fluxy Pryme Logistics,Logistics,Courier/Freight/Logistics,Logistics,"Akure, Southwest Nigeria",,07086667886,,,SearXNG Southwest logistics,50,basic,pending,2026-06-30,,,,,,YES,,,,,,,folder
earlygo-logistics-ogbomosho,EarlyGo Logistics Ogbomosho,EarlyGo Logistics Ogbomosho,Logistics,Courier/Freight/Logistics,Logistics,"Ogbomosho, Southwest Nigeria",,08135371994,,https://earlygologistics.com.ng,SearXNG Southwest logistics,50,basic,pending,2026-06-30,,,,,,YES,,,,,,,folder
MG-768e7caf-030,City Errands International Services,,Logistics,courier,,,Garki,+2348035969098,,cityerrandsng.com,finelib.com,75,deep,valid,2026-06-18T18:20:24.879385,,,,,,YES,City Errands Management,Management Team,c.errands@yahoo.com,,+2348035969098,Business Directory / Instagram,folder
stargate-logistics-limited,Stargate Logistics Limited,Stargate Logistics Limited,Logistics,oil & gas,Logistics,"Lagos, Nigeria",,+2349013755555,info@stargatelogistics-ng.com,https://stargatelogisticsltd.com,SearXNG specialized logistics,50,basic,pending,2026-06-30,,,,,,+2349013755555,,,,,,,folder
amuh-trading-and-logistics,Amuh Trading & Logistics,Amuh Trading & Logistics,Logistics,Freight/Logistics,Logistics,"Benin City, South-South Nigeria",,+2348185607510,,,websearch South-South logistics,50,basic,pending,2026-06-29,,,,,,NO,,,,,,,folder
main-service-shipping-cargo-ltd,Main Service Shipping Cargo Ltd,Main Service Shipping Cargo Ltd,Logistics,Shipping/Freight,Logistics,"Onitsha, South-South Nigeria",,+2349083413815,,,websearch South-South logistics,50,basic,pending,2026-06-29,,,,,,NO,,,,,,,folder
the-link-logistics,The Link Logistics,The Link Logistics,Logistics,Courier/Freight/Logistics,Logistics,"Sango Ota, Southwest Nigeria",,08036492466,,,SearXNG Southwest logistics,50,basic,pending,2026-06-30,,,,,,UNKNOWN,,,,,,,folder
cee-vee-cee-nigeria,CEE VEE CEE Nigeria Ltd,CEE VEE CEE Nigeria Ltd,Logistics,oil & gas,Logistics,"Port Harcourt, Nigeria",,+2348033093335,,https://cvcnigeria.com,SearXNG specialized logistics,50,basic,pending,2026-06-30,,,,,,YES,,,,,,,folder
bethran-logistics,Bethran Logistics,Bethran Logistics,Logistics,Courier/Freight/Logistics,Logistics,"Enugu, Southeast Nigeria",,09020216719,,,SearXNG Southeast logistics,50,basic,pending,2026-06-30,,,,,,NO,,,,,,,folder
vavoom-express-services,Vavoom Express Services,Vavoom Express Services,Logistics,Courier Services,Logistics,"Awka, South-South Nigeria",,+2348120406000,,,websearch South-South logistics,50,basic,pending,2026-06-29,,,,,,NO,,,,,,,folder
peacock-cargo-and-courier-services,Peacock Cargo and Courier Services,Peacock Cargo & Courier Services,Logistics,Courier/Freight/Logistics,Logistics,"Aba, Southeast Nigeria",,08092314539,,,SearXNG Southeast logistics,50,basic,pending,2026-06-30,,,,,,UNKNOWN,,,,,,,folder
segmiles-logistics,Segmiles Logistics,Segmiles Logistics,Logistics,Courier/Transport/Logistics,Logistics,"Ibadan, Southwest Nigeria",,+2349131623440,,,websearch Southwest logistics,50,basic,pending,2026-06-29,,,,,,YES,,,,,,,folder
sureways-logistics-nigeria,Sureways Logistics Nigeria,Sureways Logistics Nig.,Logistics,Courier/Freight/Logistics,Logistics,"Owerri, Southeast Nigeria",,07015668757,,,SearXNG Southeast logistics,50,basic,pending,2026-06-30,,,,,,UNKNOWN,,,,,,,folder
tranex-plc,TRANEX Plc,TRANEX Plc,Logistics,Courier/Transport/Logistics,Logistics,"Abeokuta, Southwest Nigeria",,+2348123682573,,,websearch Southwest logistics,50,basic,pending,2026-06-29,,,,,,NO,,,,,,,folder
seven-logistics-ng,Seven Logistics NG,Seven Logistics NG,Logistics,Freight/Logistics,Logistics,"Uyo, South-South Nigeria",,+2347048340611,,,websearch South-South logistics,50,basic,pending,2026-06-29,,,,,,YES,,,,,,,folder
redline-logistics-nigeria-limited,Redline Logistics Nigeria Limited,Redline Logistics Nigeria Limited,Logistics,Logistics Services,Logistics,"Lagos, Nigeria",,+2347012100001,,,websearch Lagos logistics,50,basic,pending,2026-06-29,,,,,,NO,,,,,,,folder
teile-express-motors-nigeria-ltd,Teile Express Motors Nigeria Ltd,Teile Express Motors Nigeria Ltd,Logistics,Courier/Freight/Logistics,Logistics,"Karu, North-Central Nigeria",,08068071983,,,SearXNG North-Central logistics,50,basic,pending,2026-06-30,,,,,,UNKNOWN,,,,,,,folder
